"dairportid","dcity","dcountry","dlatitude","dlongitude","dtimezone","ddst"
"'4105'","Windhoek","Namibia",-22.486667,17.4625,3,"S"
"'4106'","Victoria","Canada",48.422778,-123.3875,1,"A"
"'4107'","Vancouver","Canada",49.289722,-123.115833,1,"A"
"'4108'","Jinan","China",36.857214,117.215992,5,"U"
"'4109'","Changzhou","China",31.941667,119.711667,5,"U"
"'4110'","Yibin","China",28.800278,104.544444,5,"U"
"'4111'","Tyumen","Russia",57.189567,65.3243,4,"N"
"'4112'","Akron","United States",40.9160833,-81.4421944,2,"A"
"'4113'","Huntsville","United States",34.6371944,-86.7750556,1,"A"
"'4114'","PARKERSBURG","United States",39.3451039,-81.4392031,2,"A"
"'4115'","MONTGOMERY","United States",32.3006389,-86.3939722,1,"A"
"'4116'","BRISTOL","United States",36.4752222,-82.4074167,2,"A"
"'4117'","PADUCAH","United States",37.0602875,-88.7729583,1,"A"
"'4118'","Samara","Russia",53.5,50.15,4,"N"
"'4119'","Djibouti","Djibouti",11.5472,43.1594,4,"U"
"'4120'","Haikou","China",19.934856,110.458961,5,"U"
"'4124'","Page","United States",36.9261,-111.4483,1,"A"
"'4125'","Utila","Honduras",16.091667,-86.8875,1,"U"
"'4126'","Santa Elena de Uairen","Venezuela",4.554722,-61.144922,2,"U"
"'4127'","Kalispell","United States",48.310472,-114.256,1,"A"
"'4128'","Saginaw","United States",43.532913,-84.079647,2,"A"
"'4129'","Binghamton","United States",42.208689,-75.979839,2,"A"
"'4130'","Baghdad","Iraq",33.262539,44.234578,4,"U"
"'4131'","Nan","Thailand",18.807914,100.783419,5,"U"
"'4132'","Roi Et","Thailand",16.116761,103.773797,5,"U"
"'4133'","Buri Ram","Thailand",15.229539,103.253231,5,"U"
"'4134'","Ranong","Thailand",9.777622,98.585483,5,"U"
"'4135'","Trat","Thailand",12.274572,102.318958,5,"U"
"'4140'","Angeles City","Philippines",15.185833,120.560278,5,"N"
"'4141'","Sandakan","Malaysia",5.900897,118.059486,5,"N"
"'4142'","Luang Namtha","Laos",20.960556,101.4025,5,"U"
"'4143'","Muang Xay","Laos",20.6827,101.994,5,"N"
"'4144'","Shenyang","China",41.3824,123.2901,5,"U"
"'4145'","Dongying","China",37.2716,118.2819,5,"U"
"'4147'","Petersburg","United States",56.801667,-132.945278,1,"A"
"'4148'","Luoyang","China",34.41,112.28,5,"U"
"'4149'","Xuzhou","China",34.16,117.11,5,"U"
"'4150'","Isfahan","Iran",32.750836,51.861267,4,"E"
"'4153'","Dalat","Vietnam",11.75,108.367,5,"U"
"'4154'","Dong Hoi","Vietnam",17.515,106.590556,5,"U"
"'4155'","Rach Gia","Vietnam",9.949676,105.133659,5,"U"
"'4156'","Ca Mau","Vietnam",9.188049,105.174721,5,"U"
"'4157'","Chu Lai","Vietnam",15.405944,108.705889,5,"U"
"'4158'","Tuy Hoa","Vietnam",13.04955,109.333706,5,"U"
"'4159'","Pai","Thailand",19.372,98.437,5,"U"
"'4160'","Brac","Croatia",43.285719,16.679719,3,"E"
"'4161'","Yaounde","Cameroon",3.722556,11.553269,3,"N"
"'4162'","Conakry","Guinea",9.576889,-13.611961,3,"N"
"'4166'","Karlsruhe/Baden-Baden","Germany",48.7793,8.08048,3,"E"
"'4167'","Sanford","United States",28.777639,-81.237489,2,"A"
"'4168'","Phu Quoc","Vietnam",10.227025,103.967169,5,"U"
"'4169'","Johnstown","United States",40.316111,-78.833889,2,"A"
"'4183'","Tumling Tar","Nepal",27.315,87.193333,4,"N"
"'4188'","Dhangarhi","Nepal",28.753333,80.581944,4,"N"
"'4189'","Muan","South Korea",34.991389,126.382778,5,"U"
"'4190'","Astypalaia","Greece",36.579886,26.375822,4,"E"
"'4191'","Ikaria","Greece",37.682717,26.347061,4,"E"
"'4192'","Kalymnos","Greece",36.963333,26.940556,4,"E"
"'4193'","Milos","Greece",36.696111,24.4775,4,"E"
"'4194'","Cyclades Islands","Greece",37.080556,25.368056,4,"E"
"'4195'","Paros","Greece",37.010278,25.127778,4,"E"
"'4196'","Kastelorizo","Greece",36.127777,29.566656,4,"E"
"'4197'","Marsa Alam","Egypt",25.557111,34.583711,4,"U"
"'4198'","Weeze","Germany",51.602222,6.141944,3,"E"
"'4199'","Busuanga","Philippines",12.121458,120.100031,5,"N"
"'4200'","Butuan","Philippines",8.951322,125.477972,5,"N"
"'4201'","Dipolog","Philippines",8.601261,123.334481,5,"N"
"'4202'","Laoag","Philippines",18.178092,120.531522,5,"N"
"'4203'","Legazpi","Philippines",13.157064,123.746247,5,"N"
"'4204'","Ozamis","Philippines",8.178508,123.841731,5,"N"
"'4206'","Cebu","Philippines",10.307542,123.979439,5,"N"
"'4209'","Porto Seguro","Brazil",-16.438611,-39.080833,2,"S"
"'4214'","Palmas","Brazil",-10.241667,-48.35278,2,"S"
"'4215'","Caldas Novas","Brazil",-17.7267,-48.6114,2,"S"
"'4216'","Missoula","United States",46.916306,-114.090556,1,"A"
"'4217'","Blackall","Australia",-24.427778,145.428611,5,"O"
"'4218'","Bundaberg","Australia",-24.903889,152.318611,5,"O"
"'4219'","Grand Canyon","United States",35.9523611,-112.1469722,1,"N"
"'4235'","Kaadedhdhoo","Maldives",0.4880555,72.995556,4,"U"
"'4237'","Deline","Canada",65.1833333,-125.41666667,1,"A"
"'4238'","Tulita","Canada",64.0833333,-125.5833333,1,"A"
"'4239'","Fort Good Hope","Canada",66.26666667,-128.65,1,"A"
"'4242'","Tanna","Vanuatu",-19.455198,169.22394,5,"U"
"'4247'","Santa Cruz","Bolivia",-17.8,-63.166667,2,"U"
"'4248'","Kulusuk","Greenland",65.566667,-37.1166667,2,"E"
"'4249'","Saba","Netherlands Antilles",17.645278,-63.220556,2,"U"
"'4250'","Vail","United States",39.642556,-106.917694,1,"A"
"'4252'","Stokmarknes","Norway",68.580833,15.026111,3,"E"
"'4255'","Columbus","United States",32.5163333,-84.9388611,2,"A"
"'4256'","Lawton","United States",34.5677144,-98.4166367,1,"A"
"'4261'","Flagstaff","United States",35.140318,-111.6692392,1,"N"
"'4263'","Twin Falls","United States",42.481803,-114.487733,1,"A"
"'4264'","Monaco","Monaco",43.73333333,7.41666666,3,"E"
"'4265'","Vineyard Haven MA","United States",41.391667,-70.615278,2,"A"
"'4271'","Saint Cloud","United States",45.546556,-94.059889,1,"A"
"'4273'","Columbus Mississippi","United States",33.450333,-88.591361,1,"A"
"'4274'","Nizhniy Novgorod","Russia",56.230119,43.784042,4,"N"
"'4276'","Erie","United States",42.082022,-80.176217,2,"A"
"'4278'","Barnstable","United States",41.669336,-70.280356,2,"A"
"'4279'","San Pedro","Belize",17.913936,-87.971075,1,"U"
"'4284'","Morgantown","United States",39.642908,-79.916314,2,"A"
"'4285'","Charleston","United States",38.373147,-81.593189,2,"A"
"'4286'","Scranton","United States",41.338478,-75.723403,2,"A"
"'4287'","Bemidji","United States",47.510722,-94.934722,1,"A"
"'4291'","Ballina Byron Bay","Australia",-28.833889,153.5625,5,"O"
"'4292'","Fargo","United States",46.92065,-96.8157639,1,"A"
"'4296'","Gillette","United States",44.3489167,-105.5393611,1,"A"
"'4297'","Tomsk","Russia",56.380278,85.208333,5,"N"
"'4300'","Chumphon","Thailand",10.7112,99.361706,5,"U"
"'4301'","Jiuzhaigou","China",32.857,103.683,5,"U"
"'4302'","Shantou","China",23.4,116.683,5,"U"
"'4304'","Georgetown","Guyana",6.498553,-58.254119,2,"U"
"'4305'","Ciudad del Este","Paraguay",-25.4555,-54.843592,2,"S"
"'4306'","Georgetown","Guyana",6.806944,-58.104444,2,"U"
"'4308'","Dunhuang","China",40.094,94.4818,5,"U"
"'4309'","Ancona","Italy",43.616389,13.362222,3,"E"
"'4312'","Copiapo","Chile",-27,-70,2,"S"
"'4314'","Little Cayman","Cayman Islands",19.6591666667,-80.09083333,2,"U"
"'4315'","Bodrum","Turkey",37.249,27.667,4,"E"
"'4317'","Istanbul","Turkey",40.898553,29.309219,4,"E"
"'4318'","State College Pennsylvania","United States",40.849278,-77.848694,2,"A"
"'4319'","Broome","Australia",-17.8,122.2,5,"O"
"'4320'","Newcastle","Australia",-32.78,151.83,5,"O"
"'4322'","Klagenfurt","Austria",46.642514,14.337739,3,"E"
"'4325'","Hammerfest","Norway",70.679722,23.668889,3,"E"
"'4326'","Honningsvag","Norway",70.99,25.83,3,"E"
"'4327'","Mehamn","Norway",71.029722,27.826667,3,"E"
"'4328'","Vadso","Norway",70.065,29.844,3,"E"
"'4330'","Tehran","Iran",35.416111,51.152222,4,"E"
"'4331'","Mashhad","Iran",36.234,59.643,4,"E"
"'4334'","Mudanjiang","China",44.523889,129.568889,5,"U"
"'4336'","Springfield","United States",39.8441,-89.677889,1,"A"
"'4338'","Cortez","United States",37.303,-108.628056,1,"A"
"'4339'","Hayden","United States",40.481181,-107.21766,1,"A"
"'4341'","Liberal","United States",37.044222,-100.95986,1,"A"
"'4344'","Cody","United States",44.520194,-109.023806,1,"A"
"'4345'","Orsta-Volda","Norway",62.18,6.0742,3,"E"
"'4347'","ST MARY\\'S","United Kingdom",49.919,-6.3075,3,"E"
"'4348'","Springfield","United States",37.245667,-93.388639,1,"A"
"'4349'","Narvik","Norway",68.435833,17.388056,3,"E"
"'4350'","Berlevag","Norway",70.866667,29,3,"E"
"'4352'","Norilsk","Russia",69.311053,87.332183,5,"N"
"'4353'","Anapa","Russia",45.002097,37.347272,4,"N"
"'4354'","Joplin","United States",37.151814,-94.498269,1,"A"
"'4355'","Allentown","United States",40.652083,-75.440806,2,"A"
"'4356'","Bentonville","United States",36.2818694,-94.3068111,1,"A"
"'4357'","Atyrau","Kazakhstan",47.121944,51.821389,4,"U"
"'4358'","Kzyl-Orda","Kazakhstan",44.709,65.591,4,"U"
"'4359'","South Bend","United States",41.708661,-86.31725,2,"A"
"'4362'","Arkhangelsk","Russia",64.360281,40.430167,4,"N"
"'4363'","Saratov","Russia",51.334366,46.022952,4,"N"
"'4364'","Novy Urengoy","Russia",66.041811,76.313938,4,"N"
"'4365'","Noyabrsk","Russia",63.110079,75.162243,4,"N"
"'4367'","Aktau","Kazakhstan",43.86005,51.091978,4,"U"
"'4368'","Ukhta","Russia",63.340297,53.482592,4,"N"
"'4369'","Usinsk","Russia",66.00077,57.221113,4,"N"
"'4371'","Naryan-Mar","Russia",67.380537,53.051016,4,"N"
"'4373'","Kogalym","Russia",62.18,74.53,4,"N"
"'4374'","Krasnoyarsk","Russia",56.18,92.475,5,"N"
"'4375'","Karaganda","Kazakhstan",49.670833,73.334444,4,"U"
"'4377'","Uraj","Russia",60.1,64.83,4,"N"
"'4380'","Changchun","China",43.5412,125.1201,5,"U"
"'4381'","Niigata","Japan",37.5711,139.0646,5,"U"
"'4384'","Arcata CA","United States",40.978111,-124.108611,1,"A"
"'4385'","Austin TX","United States",30.31666,-97.7666,1,"A"
"'4386'","Jacksonville NC","United States",34.829164,-77.612139,2,"A"
"'4388'","Dubuque IA","United States",42.402,-90.709472,1,"A"
"'4389'","Forde","Norway",61.392,5.763,3,"E"
"'5404'","Atoifi","Solomon Islands",-8.87333,161.011,5,"U"
"'5407'","Fera Island","Solomon Islands",-8.1075,159.577,5,"U"
"'5409'","Kirakira","Solomon Islands",-10.4497,161.898,5,"U"
"'5410'","Santa Cruz/Graciosa Bay/Luova","Solomon Islands",-10.7203,165.795,5,"U"
"'5411'","Munda","Solomon Islands",-8.32797,157.263,5,"U"
"'5412'","Gizo","Solomon Islands",-8.09778,156.864,5,"U"
"'5414'","Rennell Island","Solomon Islands",-11.5339,160.063,5,"U"
"'5415'","Marau","Solomon Islands",-9.86167,160.825,5,"U"
"'5416'","Suavanao","Solomon Islands",-7.58556,158.731,5,"U"
"'5417'","Kagau Island","Solomon Islands",-7.333,157.583,5,"U"
"'5418'","Ramata","Solomon Islands",-8.16806,157.643,5,"U"
"'5419'","Buka Island","Papua New Guinea",-5.42232,154.673,5,"U"
"'5420'","Kundiawa","Papua New Guinea",-6.02429,144.971,5,"U"
"'5421'","Daru","Papua New Guinea",-9.08676,143.208,5,"U"
"'5422'","Gurney","Papua New Guinea",-10.3115,150.334,5,"U"
"'5423'","Girua","Papua New Guinea",-8.80454,148.309,5,"U"
"'5424'","Hoskins","Papua New Guinea",-5.46217,150.405,5,"U"
"'5425'","Kiunga","Papua New Guinea",-6.12571,141.282,5,"U"
"'5428'","Kavieng","Papua New Guinea",-2.5794,150.808,5,"U"
"'5429'","Mendi","Papua New Guinea",-6.14774,143.657,5,"U"
"'5430'","Momote","Papua New Guinea",-2.06189,147.424,5,"U"
"'5431'","Moro","Papua New Guinea",-6.36333,143.238,5,"U"
"'5432'","Misima Island","Papua New Guinea",-10.6892,152.838,5,"U"
"'5433'","Tari","Papua New Guinea",-5.845,142.948,5,"U"
"'5434'","Tabubil","Papua New Guinea",-5.27861,141.226,5,"U"
"'5435'","Tokua","Papua New Guinea",-4.34046,152.38,5,"U"
"'5436'","Vanimo","Papua New Guinea",-2.69717,141.302,5,"U"
"'5437'","Wapenamanda","Papua New Guinea",-5.6433,143.895,5,"U"
"'5438'","Alluitsup Paa","Greenland",60.4644,-45.5778,2,"E"
"'5439'","Neerlerit Inaat","Greenland",70.7433,-22.6606,3,"E"
"'5440'","Paamiut","Greenland",61.9922,-49.6625,2,"E"
"'5442'","Qaqortoq","Greenland",60.7158,-46.0294,2,"E"
"'5443'","Maniitsoq","Greenland",65.4125,-52.9394,2,"E"
"'5444'","Nanortalik","Greenland",60.14,-45.2317,2,"E"
"'5445'","Narsaq","Greenland",60.9167,-46.0586,2,"E"
"'5446'","Qaanaaq","Greenland",77.4886,-69.3887,2,"E"
"'5447'","Sisimiut","Greenland",66.9513,-53.7293,2,"E"
"'5448'","Upernavik","Greenland",72.7902,-56.1306,2,"E"
"'5449'","Uummannaq","Greenland",70.7342,-52.6962,2,"E"
"'5454'","Caye Caulker","Belize",17.7347,-88.0325,1,"U"
"'5455'","Punta Gorda","Belize",16.1024,-88.8083,1,"U"
"'5457'","Anahim Lake","Canada",52.4525,-125.303,1,"A"
"'5461'","Rigolet","Canada",54.1797,-58.4575,2,"A"
"'5463'","Whatì","Canada",63.1317,-117.246,1,"A"
"'5473'","Tête-à-la-Baleine","Canada",50.6744,-59.3836,2,"A"
"'5474'","La Tabatière","Canada",50.8308,-58.9756,2,"A"
"'5475'","Nantong","China",32.0708,120.976,5,"U"
"'5476'","Apartadó","Colombia",7.033,-77.2,2,"U"
"'5477'","Tarapacá","Colombia",-2.867,-69.733,2,"U"
"'5479'","Fort Frances","Canada",48.6542,-93.4397,1,"A"
"'5485'","Lourdes-De-Blanc-Sablon","Canada",51.4436,-57.1853,2,"A"
"'5487'","Chesterfield Inlet","Canada",63.3469,-90.7311,1,"A"
"'5488'","Nain","Canada",56.5492,-61.6803,2,"A"
"'5492'","Makkovik","Canada",55.0769,-59.1864,2,"A"
"'5495'","Igloolik","Canada",69.3647,-81.8161,2,"A"
"'5497'","Gillam","Canada",56.3575,-94.7106,1,"A"
"'5498'","Grise Fiord","Canada",76.4261,-82.9092,2,"A"
"'5502'","Hopedale","Canada",55.4483,-60.2286,2,"A"
"'5503'","Chevery","Canada",50.4689,-59.6367,2,"A"
"'5509'","Kimmirut","Canada",62.85,-69.8833,2,"A"
"'5511'","Lutselk'e","Canada",62.4183,-110.682,1,"A"
"'5523'","Powell River","Canada",49.8342,-124.5,1,"A"
"'5524'","The Pas","Canada",53.9714,-101.091,1,"A"
"'5526'","Gamètì","Canada",64.1161,-117.31,1,"A"
"'5527'","Red Lake","Canada",51.0669,-93.7931,1,"A"
"'5529'","Sanikiluaq","Canada",56.5378,-79.2467,2,"A"
"'5534'","Whale Cove","Canada",62.24,-92.5981,1,"A"
"'5538'","Bathurst","Canada",47.6297,-65.7389,2,"A"
"'5545'","Masset","Canada",54.0275,-132.125,1,"A"
"'5552'","Batna","Algeria",35.752106,6.308589,3,"N"
"'5553'","Béchar","Algeria",31.6457,-2.26986,3,"N"
"'5554'","Bordj Badji Mokhtar","Algeria",21.375,0.923889,3,"N"
"'5555'","Guemar","Algeria",33.5114,6.77679,3,"N"
"'5556'","Kumasi","Ghana",6.71456,-1.59082,3,"N"
"'5557'","Heringsdorf","Germany",53.878706,14.152347,3,"E"
"'5562'","Doncaster Sheffield","United Kingdom",53.474722,-1.004444,3,"E"
"'5563'","Campbeltown","United Kingdom",55.4372,-5.68639,3,"E"
"'5564'","Eday","United Kingdom",59.1906,-2.77222,3,"E"
"'5566'","North Ronaldsay","United Kingdom",59.3675,-2.43444,3,"E"
"'5567'","Papa Westray","United Kingdom",59.3517,-2.90028,3,"E"
"'5568'","Stronsay","United Kingdom",59.1553,-2.64139,3,"E"
"'5569'","Sanday","United Kingdom",59.2503,-2.57667,3,"E"
"'5571'","Westray","United Kingdom",59.3503,-2.95,3,"E"
"'5572'","Land's End","United Kingdom",50.1028,-5.67056,3,"E"
"'5575'","Barra","United Kingdom",57.0228,-7.44306,3,"E"
"'5577'","Dongloe","Ireland",55.044192,-8.341,3,"E"
"'5580'","Leknes","Norway",68.1525,13.6094,3,"E"
"'5581'","Namsos","Norway",64.4722,11.5786,3,"E"
"'5582'","Mo i Rana","Norway",66.3639,14.3014,3,"E"
"'5583'","Rørvik","Norway",64.8383,11.1461,3,"E"
"'5584'","Røst","Norway",67.5278,12.1033,3,"E"
"'5585'","Sandane","Norway",61.83,6.10583,3,"E"
"'5586'","Sogndal","Norway",61.1561,7.13778,3,"E"
"'5587'","Svolvær","Norway",68.2433,14.6692,3,"E"
"'5588'","Sorkjosen","Norway",69.7868,20.9594,3,"E"
"'5589'","Vardø","Norway",70.355392,31.044889,3,"E"
"'5591'","Bydgoszcz","Poland",53.0968,17.9777,3,"E"
"'5593'","Östersund","Sweden",63.1944,14.5003,3,"E"
"'5594'","Hagfors","Sweden",60.020064,13.578908,3,"E"
"'5595'","Karlstad","Sweden",59.4447,13.3374,3,"E"
"'5596'","Torsby","Sweden",60.157622,12.991269,3,"E"
"'5597'","Ängelholm","Sweden",56.2961,12.8471,3,"E"
"'5599'","Hemavan","Sweden",65.806111,15.082778,3,"E"
"'5601'","Shire Indasilase","Ethiopia",14.0781,38.2725,4,"U"
"'5604'","Mpumalanga","South Africa",-25.3832,31.1056,4,"U"
"'5612'","Chipata","Zambia",-13.5583,32.5872,4,"U"
"'5613'","Solwesi","Zambia",-12.1737,26.3651,4,"U"
"'5630'","Catumbela","Angola",-12.4792,13.4869,3,"N"
"'5632'","Ondjiva","Angola",-17.043464,15.683822,3,"N"
"'5633'","Mocamedes","Angola",-15.261222,12.146756,3,"N"
"'5637'","Chimoio","Mozambique",-19.151267,33.428958,4,"U"
"'5641'","Luderitz","Namibia",-26.6874,15.2429,3,"S"
"'5642'","Ondangwa","Namibia",-17.8782,15.9526,3,"S"
"'5643'","Oranjemund","Namibia",-28.5847,16.4467,3,"S"
"'5645'","Windhoek","Namibia",-22.6122,17.0804,3,"S"
"'5652'","Tshikapa","Congo (Kinshasa)",-6.43833,20.7947,4,"N"
"'5653'","Lodja","Congo (Kinshasa)",-3.417,23.45,4,"N"
"'5659'","La Gomera","Spain",28.0296,-17.2146,3,"E"
"'5665'","Bissau","Guinea-Bissau",11.89485,-15.653681,3,"N"
"'5670'","Dakhla","Western Sahara",23.7183,-15.932,3,"N"
"'5671'","Essadouira","Morocco",31.3975,-9.681667,3,"N"
"'5672'","El Aaiún","Western Sahara",27.1517,-13.2192,3,"N"
"'5673'","El Aroui","Morocco",34.9888,-3.02821,3,"N"
"'5674'","Praia Santiago Island","Cape Verde",14.9245,-23.4935,3,"U"
"'5675'","Sao Filipe Fogo Island","Cape Verde",14.885,-24.48,3,"U"
"'5680'","Gode","Ethiopia",5.935128,43.578567,4,"U"
"'5686'","Bosaso","Somalia",11.2753,49.1494,4,"U"
"'5687'","Mogadishu","Somalia",2.01444,45.3047,4,"U"
"'5688'","Galcaio","Somalia",6.78083,47.4547,4,"U"
"'5691'","Asyut","Egypt",27.046508,31.011983,4,"U"
"'5692'","Amboseli National Park","Kenya",-2.64505,37.2531,4,"U"
"'5693'","Lokichoggio","Kenya",4.204117,34.348186,4,"U"
"'5694'","Malindi","Kenya",-3.22931,40.1017,4,"U"
"'5695'","Nanyuki","Kenya",-0.067,37.033,4,"U"
"'5696'","Sirt","Libya",31.0635,16.595,4,"N"
"'5697'","Tobruk","Libya",31.861,23.907,4,"N"
"'5699'","Al Bayda'","Libya",32.788673,21.964333,4,"N"
"'5701'","Nyala","Sudan",12.0535,24.9562,4,"U"
"'5702'","Port Sudan","Sudan",19.4336,37.2341,4,"U"
"'5703'","Bukoba","Tanzania",-1.3,31.8,4,"U"
"'5709'","Arua","Uganda",3.05,30.917,4,"U"
"'5711'","Diu","India",20.7131,70.9211,4,"N"
"'5712'","Gheshm","Iran",26.9487,56.2688,4,"E"
"'5714'","Aberdeen","United States",45.4491,-98.4218,1,"A"
"'5715'","Albany","United States",31.5355,-84.1945,2,"A"
"'5716'","Athens","United States",33.9486,-83.3263,2,"A"
"'5718'","Waterloo","United States",42.5571,-92.4003,1,"A"
"'5719'","Walla Walla","United States",46.0949,-118.288,1,"A"
"'5720'","Alpena","United States",45.0781,-83.5603,2,"A"
"'5721'","Watertown","United States",44.914,-97.1547,1,"A"
"'5722'","Bradford","United States",41.8031,-78.6401,2,"A"
"'5723'","Scottsbluff","United States",41.874,-103.596,1,"A"
"'5724'","Beckley","United States",37.7873,-81.1242,2,"A"
"'5725'","Brunswick","United States",31.2588,-81.4665,2,"A"
"'5726'","Burlington","United States",40.7832,-91.1255,1,"A"
"'5727'","Crescent City","United States",41.7802,-124.237,1,"A"
"'5728'","Cape Girardeau","United States",37.2253,-89.5708,1,"A"
