"userid","ureviewcnt","ustars","vuseful","vfunny","vcool","gender"
"jgOtDM_CSVHoWhlf3JxUzQ",3,4.33,1,0,0,"M"
"JgoUbDo2mR-tt7hfJU1j5A",7,3.17,11,5,1,"F"
"jGPP4dZSBLRhwjgPMSIB-Q",2,3.5,3,0,0,"M"
"JGqds-rPJBRhgD5nP-BFDQ",14,4.23,8,1,1,"F"
"jGsdqvkgi9BpBVS_OQNrVg",2,1.5,4,0,0,"M"
"jGsPOCaHCiBUJhBdFOe9-A",9,4.78,9,9,7,"F"
"JgufYQ94cHyEo9b8StajnQ",59,4.02,86,8,11,"F"
"JgWpFsmW-rG5KS_pUVfftA",3,4.67,2,1,1,"M"
"jGXQJkVV-fuq8GfhjUw2eQ",21,4.29,27,6,9,"M"
"jGYO8hQ-szCcp-jh1t5eZA",14,4.21,23,2,21,"F"
"jgYtI5zHyIiztN1K-qwWMg",135,4.09,94,29,38,"M"
"jgYuiM4WLF8wIuhN9VSY7g",2,3.5,5,1,2,"F"
"JgzKSNpR3_F50Ty-oIhJ1w",7,3.43,8,0,4,"M"
"jH3zvptSzOR9CF0FU89QYQ",1,2,0,0,0,"M"
"Jh53caT_kz_DEyeipbsDmw",1,5,0,0,0,"M"
"Jh6njgabQDbeHnG3kexJyw",5,2.4,11,4,2,"F"
"JH7HmzxqC_VSg8Y62QT1zw",4,3.75,5,3,0,"M"
"jh8H9JMocBQ2hKDIlQmelA",2,4,1,0,1,"F"
"JH8t5H8yTTFbOolFLwxnUQ",8,4.57,12,5,1,"M"
"jha2PQuC6rXMwllkBEEPPw",2,5,1,0,0,"M"
"JhA5VkGHCabIwDRoiB8_JQ",51,3.41,98,24,13,"M"
"Jha7qdeXxZfg463QSeU4Qw",53,4.32,60,9,25,"M"
"jhB3KV5CP5ms0Ors5gYwaQ",1,2,0,0,0,"M"
"jHdSGibwNyRCXy9YO7dwIQ",3,5,1,0,0,"F"
"JheYRrfzkNPWy9IkI2vpfg",2,5,1,0,0,"F"
"jHFiaJEXapLCVE75-w3wKA",4,5,0,0,1,"M"
"jHfyaPh2M-6hWIe7iqla8w",37,4.19,13,17,13,"M"
"JHH_raJb9fPFPhu7ObmB8g",2,2,1,0,0,"M"
"jHH_UDpCnF-YTnveyoMTIA",1,1,3,0,0,"F"
"jhHmx7VoIM-MU9WZ8uGlyw",9,3.56,3,2,1,"M"
"jhMH6t0wIXTe3dR6PYRgtA",3,4.33,1,0,0,"M"
"JHmO-lVrHA0njKnQnZ8qLA",21,3.33,13,6,2,"M"
"jHn3h_9ex7WNXwpKlWq__w",6,4.2,7,0,1,"F"
"jhNbeLpPYVhbYqIqlpgjeA",6,3.67,2,0,0,"F"
"JhnjcLJM5hiXK6R4minDsA",5,3,9,7,5,"M"
"jHp-th61dNQcKWTUTIDLfw",9,4.11,3,2,1,"M"
"JhpSmdEwn0xGPczmfqi0tw",10,4.2,5,1,2,"M"
"jhqIt4FlRodKoidjSzC9IA",2,5,1,0,0,"F"
"JhQMym5LJXmds67Wlac2fw",99,3.75,181,92,73,"F"
"jHQZ6eBLyGgaegKJLHTrag",5,4.6,9,0,2,"M"
"JHRr3FeXZXW2mbTfaoAG2g",13,3,17,9,3,"M"
"JhRy3v_Fni94rS7-jb9x7A",5,4.8,3,0,0,"M"
"jhTjnfxsSVBjT1Fwbzwpcw",10,4.2,20,7,3,"M"
"JhTXWz8o8Ar5yuB66lDySA",27,3.19,36,7,10,"F"
"JhVjbAXtCFttSInwC_W94A",26,3.31,37,18,14,"M"
"jHwEOGkgl0yQ-oLWxiCAGg",8,3.62,4,0,1,"F"
"jhwneY8utRVmLm_gOKAmCA",1,5,1,0,0,"M"
"JhWVn2xiBruJVu0wiwMVqg",114,3.22,127,30,23,"F"
"jhxKr95KjGityTCbPCwg4Q",15,3.87,3,2,0,"M"
"jhXZSe0pLgW1b6m6Te8Icw",19,3.89,19,1,6,"M"
"JI_QW4DhOLXO-zb551zVDw",1,1,1,0,1,"F"
"ji-gfhbfPDTw2kuZGP9A9w",2,3.5,1,4,1,"M"
"ji-OVPuNrnLPsJfVUjNLmA",21,4.19,31,19,34,"M"
"Ji0pIsgTYwuCKw57tjDzPw",7,4.5,0,0,0,"M"
"JI1-GXf6Dq_rWNfJuVwCNg",2,1,0,0,0,"F"
"Ji10QE4i4oWaJLfQzxzPzA",18,3.5,33,5,12,"M"
"ji3U52Xw8Iwn6kA1jfvjYQ",5,3.5,2,0,0,"F"
"JI9d7PmME-e8q2A0ajsppQ",282,4.05,113,43,57,"F"
"JI9dt42l6W02lFuigLZ9wg",2,4.5,3,1,0,"M"
"Ji9VIm3mt61z5DkxKgVZpw",7,4.29,7,0,2,"F"
"JIadMkQlyfI3eo-rpqj0ig",1,5,0,0,0,"M"
"JIalYN39eowLF8foLWrR7A",1,1,1,1,1,"M"
"JIBZVvSnZaxmdeOSEJABAA",2,5,0,0,0,"M"
"JIdnF9vzN7XHaYsTvscnGQ",1,2,0,6,0,"M"
"Jiefw-gfXPrjdWCTAMo7ew",9,4.14,5,2,0,"F"
"jifQQcGNRZYvHfeO2o4mTQ",36,4.58,63,13,17,"M"
"jiGzaJIi-8yypSGOXn4k5A",1,5,1,0,0,"M"
"jIHaXo4-KR9kvh2J7eMkIA",30,3.27,53,26,20,"F"
"JihJl2KnfTrKOwWJu4mwVw",120,3.56,67,22,24,"M"
"JiIb7xzIAmFODMQ0i4I1QA",2,2,4,1,1,"M"
"jiIeWCUhmY3Gsp8bK_kRNg",2,2.5,9,0,1,"F"
"JiJSN4Ke7om8lkkllKTR5A",21,3.95,7,3,2,"M"
"jIL694K8WWezY0whJ2QgUA",6,3.67,2,1,1,"M"
"jIL7V3AErx_8wI3kDk1inA",8,3.5,5,2,1,"F"
"jilf8PvlPUztc90PazaTFQ",37,3.81,51,8,3,"F"
"jilzpqYoFO-gM3dMt2BvvQ",41,4.05,15,4,7,"M"
"JiMnOPP_hGX4DuMPzmdjnA",10,4.3,1,1,0,"M"
"JIONAGGANvzcDYhr6t72ng",85,3.85,196,81,104,"F"
"jIoT-sWHbV0SvO353hoX6Q",3,5,5,0,3,"M"
"jIoyaFNQ3X7cFaN1HmZ_9Q",1,5,0,0,0,"M"
"Jiq-8zFgC9OtoYyTVBwrhw",6,3,6,7,2,"F"
"JiQ08zuLwnJqChMFTvFzcQ",2,3.5,0,0,0,"F"
"jiqhmK6HOPJ8cJDFwR3DXQ",1,5,1,0,0,"F"
"JIr-fCHgwLtp_xHucJOTRA",7,3.86,5,1,2,"F"
"jirwYDyTiEnFpJLPCv5z1A",27,4,36,5,11,"F"
"jIs5_aDWfaUFIqeF-Hq1bg",203,3.71,228,141,146,"M"
"JiSt1mjxvz-nTYHk3A2vbg",18,3.22,40,3,7,"F"
"jiU-DPaRKQa7SG4qbY3zfA",3,3.67,0,0,0,"M"
"jiv_l5wJEv7XqsesbaTEYQ",6,4,4,3,1,"M"
"jIxDTiBg7mywu53on_0NIQ",169,4.12,96,37,77,"M"
"jIXgt-2fq1bIaxClWGTm4w",2,4,1,1,0,"M"
"jiXgwNOub4gCWnhn1Vk40g",18,3.06,7,4,3,"F"
"jiYLfkJo6KPSwWwLRgLpvQ",6,3,13,7,0,"M"
"JiZQCK4iW4rIpdZMFQDFZA",3,4.33,3,6,0,"M"
"JiZx5B8iqZSRFbnmG1NUjQ",7,4.43,7,1,4,"F"
"JJ-4CMgzXvH-2ezBdojnaw",2,5,3,2,0,"M"
"jJ0Cg0JSjWN7CgFWdVk0tA",1,5,1,0,0,"M"
"jj1W2oVyet8ISMKzdhBHDg",13,3.08,8,4,1,"F"
"Jj3hLRO9JR8eFYhtyNN8TQ",13,4.31,6,2,2,"M"
"jj3PPijWxKVDehOcoBierw",99,3.91,52,12,21,"M"
"jj6Hs7QH4pmEUD_XXyvW_A",1,5,0,0,0,"F"
"JJ8iP8h8kh7wCGUq4K3e4w",4,3.67,0,0,0,"F"
"jJ9htYb91d4JyNzM3bbMaQ",5,4,3,2,0,"M"
"JjbgOmexVxjUQmWCi1XS7Q",4,5,0,0,0,"M"
"jJCUXOsOmpXypJ2aDrcFLw",3,5,5,0,0,"M"
"Jjdt5xR1vGVT3p98e_VemA",1,5,0,0,0,"M"
"Jje0F2-0Tj5qLaTvha9gww",1,4,0,0,0,"M"
"JJFGa6WXDdhV5Zh8wMvD7g",13,3.31,9,1,0,"M"
"JJiP2TDEW1d3db9fMnIKdQ",1,5,1,0,0,"M"
"JJj8rilpoB72Yt_MeRlPSA",16,3.44,6,2,3,"M"
"JJJUazGaQ5R8PHoBAWfqww",1,5,1,0,0,"M"
"jJkH-xQ4Kyj7PpQ1OXIoFA",9,4,5,1,1,"M"
"JjkVYWCQ9xqobV2tamBqlg",114,4.12,176,53,105,"M"
"jJlgHIU9ltclRKnhswpCvg",18,4.22,27,7,6,"M"
"jJlHNM-0pkF2wJDTxDp7qA",5,3.6,3,1,0,"M"
"jjmVBDP7zHwysuYNVwavpw",10,4.2,4,2,2,"F"
"jJNl08GYKUnX_wcFG57nKQ",2,4,1,0,0,"M"
"JJnS30Cjv5CBa1JXyZU5yw",140,4.05,126,37,61,"M"
"jJOeu8snPhHtz8jdFZ62VQ",106,3.72,100,11,72,"M"
"JJpQiVYy06TI7GHDwp0y4A",2,5,1,1,1,"F"
"jjpvmw90AXGQciuYuFwqFw",1,5,0,0,0,"F"
"jJqOE2vtThzmtwIy6j2sew",21,3.57,13,7,7,"F"
"jJQt1tIw3noLoU_fi1WBxw",9,4.33,20,5,12,"M"
"JjRym6Eql573yoUYzxI_Sw",6,3.2,18,14,12,"F"
"jJrYy_j5VPCJgjNs-uvFJw",346,3.82,351,149,181,"F"
"jjsKYePy1Gu7LALX4icD3Q",207,3.74,99,31,38,"M"
"JJSoBLoqmvoGOwFT2xI8zA",1,1,0,0,0,"M"
"JJubJmmJetLNfWP93noWCA",1,5,0,0,0,"M"
"jjunrDA7CEtIT9A4vT5SOw",84,3.65,45,14,16,"F"
"jjvBgv1HbW1tn0hegLhODg",2,2.5,2,0,0,"M"
"JJvknDPneHkTThiWmyYuQg",6,4,1,0,0,"M"
"jjvKphmOFHzS74r0psow8w",2,2,1,1,2,"M"
"JjweKRcu8DeYTah_KHsT2g",13,3.69,26,8,12,"F"
"jJwpjQp1BSDRY1beS137wQ",3,5,1,0,1,"M"
"JJWTT7VMxr2H-22zX3dR0g",21,4.14,15,1,2,"M"
"JjXMgxalwtXTfWnDP4etZA",13,4.09,9,0,1,"F"
"JjyIdUHJ6StK4a9vjIpVmQ",70,3.83,136,99,142,"M"
"jJZ43rnHRGnedEXU0hPa8w",5,3.4,2,1,0,"M"
"jk_P-yYspg7uz-8xSCRdGA",25,4.12,15,4,1,"F"
"jK-qNhaElnQZtuGZd2MH8Q",2,5,2,0,2,"F"
"jk-W7Pq5yrQg8R3sh3D6XQ",4,4,0,0,0,"F"
"JK0mzJWym6AFSrw849bmrQ",11,4.18,11,2,6,"M"
"jK1pWtisgxgsTuVo0RSaeg",1,5,3,0,1,"M"
"jk4c8pC-6gadJbjN8aodSw",4,4.67,2,0,0,"M"
"jK6iME1W6MyYc93ydg557Q",5,3.4,16,2,2,"M"
"Jk77F96iQYiKhIlnFMk6Bw",6,3.5,0,1,0,"F"
"JKay9PB8UsjUBV454l9mpQ",60,3.07,57,19,11,"F"
"jkCtakUn7OPWkcBFDNZzRA",1,4,2,0,0,"M"
"jKeaOrPyJ-dI9SNeVqrbww",200,3.71,283,88,129,"F"
"jKg43xVpvtcGrJruTbt77A",12,3.42,11,8,4,"M"
"JkHLxF7VYgfLRQ6DTUSewQ",115,3.58,69,47,29,"M"
"JkHm-xBNa8KKNvWH5TKk4Q",22,3.27,7,4,2,"F"
"JKhUmtgY8IrcmCwrzGyg9A",2,2.5,0,2,1,"M"
"jKhxJzNF1A78YIW4gw-9pQ",135,3.7,72,7,23,"M"
"JKIDiFJSU68p4A2N5n3sLQ",2,3,3,1,1,"M"
"JkIl1w-jg2RVw5oQTKBaDQ",193,3.69,159,90,74,"F"
"JKlYdjgFyQWXf1Og3RLATg",3,2.33,3,0,0,"M"
"jKlyRb6aCW2RD1nf5p27-Q",6,4.33,2,1,1,"F"
"JkMOQaMjlBHMqp6gj-hL3w",220,3.19,719,340,430,"M"
"jKn-ehjxG6l3o8gy1p3ZOQ",196,3.19,183,107,97,"F"
"JkO5lXKzc7M0MJcojgvy4g",13,4.38,3,3,3,"M"
"JkP1k0bT6cD6FI6qIIEQaA",2,5,0,0,1,"F"
"JKp42Y520azWI_WBzUMxTw",19,4.16,17,3,3,"F"
"jkPdEz9IsoHVs6g5CA67_w",3,3,3,0,0,"M"
"JkpoM19M_HCXluJTf53LJA",36,4.09,105,10,26,"F"
"jKqXI5-TeTYV0ozN14BmFQ",1,5,3,0,0,"F"
"JkrcJEYrAonLW3mW2nM3Hw",167,3.86,325,64,153,"F"
"jKREh5elUSLGSNDNXF6e8g",2,5,0,0,0,"M"
"JkrmkexOGexsEFL34muIbg",4,4.25,2,0,0,"M"
"JkUJz70emHJOM8XVF-stTA",8,3.88,2,1,0,"F"
"JkV4FjaJS9Ze5koFOBZxCg",55,3.65,40,12,15,"M"
"jkvh_JR4IM_2CTADUOf_qQ",4,4.33,2,0,0,"M"
"JKwo0pYnqGsEWcTHvzhCjA",2,3,1,0,0,"F"
"JkWyk-C1Qn6KyLk8CWYxGA",7,4,2,0,0,"M"
"JkyvCg99SMdfS6OZv2P3RQ",323,3.67,296,72,108,"M"
"JL_cervg7k-NB199arXIdQ",43,3.7,82,30,41,"F"
"jL2QwzZSd6RGaODdhe0WSw",2,5,1,0,0,"M"
"JL2tx1fRWWp_QMU_ddZdlQ",4,4.5,1,0,0,"F"
"Jl389KJ2rmwpvT_DFHwVqA",2,4,3,0,0,"M"
"jl3reeqMGE7ooiWftpAIuA",10,3.7,6,0,4,"M"
"JL3ZIsTHf6gdZUWS-Xnxwg",7,4.5,4,1,1,"F"
"jl4wHYkmrJAzwjvxAv_f8w",2,4,1,0,1,"F"
"jl67C8OhNXD5oMZ0v7RbUw",74,3.57,117,56,62,"M"
"Jl6khzo-0T3FxFdJiulAYQ",13,2.33,16,4,2,"M"
"jL71CzhinDWi11WvOju0tA",2,2.5,2,0,0,"M"
"jL8vZtDFDnJiUryefiGoAg",6,4.33,4,0,0,"M"
"jL9D79mOk1y9LvtgQoDJjA",14,3.58,9,0,0,"F"
"jLBh-z3JrJkqJfn5VN9OJA",37,4.38,123,37,89,"M"
"jlbPUcCRiXlMtarzi9sW5w",63,3.84,39,9,18,"M"
"jLBZU_MxPxMKdfy_m1nW-A",1,1,3,0,0,"M"
"jLCDa5ent22W8Dyi6IxH2g",2,5,2,0,0,"F"
"JlCjjf4H8rs2_lkj7xWRZA",29,4,28,9,13,"F"
"JLCk6Z8pVAJw9Fw0NlqE-Q",9,4.22,2,0,0,"M"
"jLCs6KA79xRjdAghhmTlwg",1,5,4,3,4,"M"
"JlCZM7T8lYfADwj0S9tIKQ",2,1,0,0,0,"F"
"jld6latxQsFsK-d-LSSq6g",1,5,1,0,0,"M"
"jlDJisGSsoJfL9FZbAqH_A",29,3.83,49,15,19,"M"
"JlECma1y8MOP5vm7QRDjbQ",1,1,3,2,2,"F"
"jLHXoY4pWOvdQEAt9O2zGQ",2,2.5,2,0,0,"F"
"jli9G-mRzOGuN18DpZGw1A",17,4.35,32,12,16,"F"
"JLICc6CKetg5ia1DGkuAUA",7,3.71,4,2,1,"F"
"jLjBtvsSbwjFxv_GPW2ZIA",51,3.63,14,2,3,"M"
"JLJt8cETFDAFhKBeNJPiGw",61,4.37,45,19,19,"M"
"jLkvmwVrczPb_UyMdnjd-A",32,3.61,34,19,27,"M"
"jLL0gvbR3ZYUcEdl97H1xg",16,3.62,6,2,2,"F"
"jLmBtarG055mjQGwO9gTyQ",31,3.83,13,2,2,"M"
"jlMbTTNkpd6Fy08XxHZpaQ",4,2.33,6,0,0,"F"
"JlMLNh0ECg0tgZKUL818DA",1,5,0,0,0,"M"
"jlmNqT_1rRuBrsSvuSkLrQ",44,4.02,15,7,7,"M"
"jlno9G724cao7cn2PYabCg",3,5,0,0,0,"M"
"jLnr1X1-sfcdceLVptNEqg",17,3.65,5,1,1,"M"
"jlOMtoI6oqXrur_ehm9tww",1,5,1,0,0,"M"
"jlqitJm0_9H_RPnoWTjNYg",282,3.38,277,155,150,"F"
"jlqymLpCXdR3AsA2h8LaTw",2,5,0,1,0,"F"
"jlr3OBS1_Y3Lqa-H3-FR1g",44,3.25,18,8,3,"F"
"jlrAygY0q5lBOuC4UWtIJg",1,1,1,2,0,"M"
"JLT6zTZkb2b_ZmO3KP4GEQ",1,1,2,0,0,"F"
"JLtCcaVqPgUHqvldZIt6Ow",2,4,1,0,0,"F"
"jLUDbO1OD9Xk0cvi9fvU8g",1,5,0,1,0,"M"
"jLueAc55KZa_Pgr-0TWeqA",1,1,1,0,0,"F"
"jLV8KiEH9MCEmZynk2p2Hw",103,3.82,130,90,91,"F"
"jlW_Jp34idjlOSx0gS6JNQ",57,3.82,24,8,8,"M"
"jlXbohgL1d8Yg4uPY9KOvw",312,4.16,389,288,290,"F"
"jLYKzLyQ9NXlgEbC38PyeQ",1,5,3,0,0,"M"
"jlYQpZDWGxmktvWC9y39FQ",4,3.67,4,2,1,"F"
"JLzJn-4MgAvGFhQlI7POtw",3,5,1,1,0,"F"
"JlZVbXPFBygQXBkawF2hPg",7,4.67,3,0,1,"M"
"jlZz5ujuYi4ldow9rqQ7dA",92,4.26,105,32,32,"M"
"jM-Ut1AG10FWKzoBFSC2rQ",186,3.6,216,25,113,"M"
"JM1CsE94XLa_QzGpvuwzJQ",1,2,9,2,2,"M"
"jM1HSA-lV0B-zzsUHafwSQ",5,3,0,2,1,"F"
"jm4oPtWPx8iy_hC3gJ_mDg",6,4.75,5,0,0,"M"
"jM4qX4eiH9tIG9VUaN2knQ",11,3.91,27,9,19,"F"
"Jm6vEFnHRpjsr073V8gQ4g",1,5,0,0,0,"F"
"JM6X0PJBcMkAjOuZqMaZsQ",18,3.17,3,0,0,"F"
"jm8S2APwICr1Z4fhD-A-UA",161,3.68,155,42,52,"F"
"jMAdPKZlAhbb4FWd-UWLfw",4,2.75,5,1,1,"M"
"jMDjPUwXbH2WS039x4mTeA",6,4.83,5,1,2,"M"
"JMEernDKtxm22HrEOgdhMg",2,3,5,1,2,"F"
"jmefEgUB1msBl8BDY5Sjiw",29,3.52,33,15,16,"F"
"jmElDkSOU6K_ff4NH-O8qg",1,5,0,0,0,"M"
"JmFNggFb8OjvcwLJYEzoYA",5,3.25,6,1,4,"M"
"jmgtLRsHdOjCzSmPl5V7HA",2,5,0,0,0,"M"
"JMi_6SiCT_-eZB-X8Vt0SQ",18,4,8,2,3,"F"
"jMJLUInQVJbqNUK5JsC8sQ",3,3,1,0,0,"F"
"jmkzJlNB1zZvKlVZIFjHVg",2,5,1,0,0,"F"
"JMoFqNU2hbkefKcaSkgHmw",13,4,11,0,0,"M"
"jmPqfrml5ZInEwx1InwUnA",2,3,3,0,0,"F"
"jMPYBYgL81_4Qam3qxU84g",3,2,0,0,0,"M"
"JMQFTlKzppR7svUQIKCs_g",5,3.8,10,0,1,"F"
"jmquyMQUHSuS8IQkv5PyYg",7,4.83,11,4,9,"F"
"jmr7Sot_FvwM4fSDsJWbOg",120,3.84,61,22,24,"F"
"JmsR9BgBpzoqS--iVNsDhA",27,3.63,4,3,0,"M"
"JmssU-4hac7wcnI0DCUj2Q",1,5,0,0,0,"M"
"jMT3IFndNKXaWHMBoRO5Og",3,5,2,0,2,"M"
"JmT4Y1BjyIwXhhlKWPZPAQ",14,4.07,22,4,8,"F"
"JmtAL-ehwOXNMQw_5dpPbQ",1,5,0,0,0,"F"
"jmtM7XmQgZg479ezmG6wsQ",57,3.42,30,6,8,"M"
"JMtVmkEwSDqzVM90HI9UXw",7,3.71,4,0,0,"M"
"jmu78upjDKDO3p-pLRROFg",2,5,0,0,0,"M"
"jmV17RoC_zSkZbKW891ENQ",2,3,9,5,5,"M"
"JMX6jmgR53yfU5NjA0kgQw",289,3.78,215,127,184,"M"
"JmxrORc1epTFPid6X7Iz5g",2,3,17,4,1,"M"
"jMyy4KU2SuJ6FhWtgLqRwQ",10,3.78,8,5,2,"M"
"JMzBDe-MWkazzG0BNE8oEA",23,3.78,48,18,25,"F"
"jMzTapT-8yT3xoYvHyVBNQ",3,1,1,0,0,"M"
"jN_apYyF8Lj5-OFO1ZG1jw",1,5,0,0,0,"M"
"jN1FclL9iizhHYrfwjM6cw",6,4.17,2,0,0,"M"
"JN7cF08Bsep4r354wiSKLw",5,4.33,3,0,2,"M"
"JN7dBqkKZLUFornBQzk-Iw",32,3.56,10,3,5,"M"
"JN7ocrI67mlvxwaCWlvi7w",323,3.91,142,51,49,"M"
"jNa3AWrLsOn8EqjkHxEVbg",2,3,1,2,0,"M"
"jNaxThmm0f0BvtLCoH2_ig",1,1,1,0,0,"F"
"JNAzYLB6OvCZLYlIPDo03g",27,2.85,84,27,18,"F"
"JNC3Znas1uMEvCe-gPrODw",1,1,1,0,0,"M"
"jNc8dbCly6TLYdPSYgyfdg",29,4.39,14,2,4,"M"
"JNcF_t2yFBf_w3CxcaYJHQ",7,3,2,0,0,"M"
"jnePKgBMeOXM3exNBUOtFg",43,3.09,41,16,18,"M"
"jneVlJImyGPLc56R5C51vg",1,5,3,0,1,"M"
"jnFAKf10SS7UNMSdoCKBzw",10,4.2,23,10,5,"M"
"jnfKl5uspuD4cYMOYF18lQ",4,4,7,3,0,"F"
"JNfR68wvXOCt0Toy9OBfDg",24,2.83,58,17,15,"M"
"jnhnClOy9H2_MUOK59MFsw",228,3.53,243,132,111,"M"
"JniJWb5_S6S1yzpVb4b3cg",23,3.7,29,4,0,"F"
"JniV2vR1TZFBCrdTlIOlNQ",72,3.84,111,44,14,"M"
"JnJDO8c37PnwsP0P7-1v0w",1,1,0,0,0,"M"
"jnkn81vycnvxEZoefQodFA",1,1,1,0,0,"M"
"JnLlnfEfbw9c3fHVrkou-Q",285,3.89,303,115,219,"M"
"jnMII2mt0V6AM4_oMECyIQ",31,1.9,102,69,64,"M"
"JNNFOZLknRfUum9-qKkQoQ",4,3.5,0,0,0,"M"
"JNOix0zdaribLQZDAncM9w",3,2.33,7,1,1,"F"
"JnPIPob-WOPlBAdiDUltjw",118,3.72,50,23,23,"M"
"JNPPBiV5vGn_UgaRS5w5Og",2,5,1,0,0,"F"
"jnPXt5PyIgI92VvBLaNCeA",20,3.6,48,9,7,"F"
"JNQngiQRJFsPn8nLVN_MMg",47,3.53,36,14,12,"M"
"jNQNr11-gW1LxEGlonJKuw",1,1,0,0,0,"F"
"JnRT9i2d71pY8D8ngzCz9Q",72,3.51,129,42,47,"M"
"jns8FxgmurpUBV59Q0EGHA",3,3.33,4,1,0,"M"
"JNskQROgw4sbhhT0avipbg",24,4.04,27,10,4,"F"
"jNSOQGFKm8LaeJEa997Huw",13,4,14,2,0,"F"
"jnsys-QfG1TLOZhNR1Ulfw",9,2.33,15,5,2,"M"
"jNTv_ICjmvE5xpid3yga3w",44,3.93,71,33,47,"M"
"JnUar1FxmoUaZc-l0DT_Tg",5,3.8,4,1,0,"F"
"JnUWC3aa2lfJgpxmGjmvTA",1,1,0,0,0,"F"
"jNv2YT8i32XAuxADKT2YDg",5,3,3,1,0,"M"
"jnve29dmp8OrxBPIvJMpHA",9,3.86,2,7,1,"F"
"jnZa6g-UBTfHl6rMxtBzMQ",204,3.97,431,281,280,"F"
"JNZZHotV_w79JKIqjsRj_Q",1,5,0,0,0,"M"
"jO_S-B2GjqekxV4cFgXkzQ",11,3.91,10,1,1,"F"
"jO-WyqcAPupgAee_pWEiiQ",1,1,1,2,0,"F"
"JO0PLJce7HdSWtESpfbGXw",2,4,1,0,0,"M"
"jo1-IocIX2LnocLxUSJw4A",1,5,0,0,0,"M"
"JO3c8KKsvQRjIWDTcnPxqw",7,4.17,4,4,0,"F"
"Jo70t91Ym0ZFGFqDZJzQBw",5,4.25,4,3,0,"F"
"jO82Xt2SYcy1Foi5RvRlDw",27,3.44,23,3,6,"M"
"Jo8PCFtp6BkUMsuU5AkSSw",10,3.3,8,1,2,"M"
"JO9aJ36ZLOol-XGHXCIUwg",3,5,5,1,2,"F"
"JObj0AtxMfkzXc04-s2e8w",60,3.64,36,8,4,"M"
"jOBjXm_u5E54xiGnSJRleA",6,4.2,5,2,3,"M"
"jObqGGg0vNDdu_TVOmslOw",75,4.47,46,14,18,"M"
"joc_t1PSpXyRMNY0G0bOHg",1,2,0,0,0,"F"
"JocWx18d-z4d0MmohBFpyA",274,3.77,548,251,271,"M"
"joEN2Mx6n2FNzsIrR0CpjQ",23,3.91,30,8,5,"M"
"JoeU6upNzo-GCEFM4Nn1PQ",58,3.67,195,48,99,"M"
"jOFAuhmxts3TIi-QkIiX9A",9,3.5,2,5,0,"M"
"joFHyQyg2G8LnB9Ne3oBDQ",14,4.57,36,7,11,"M"
"JOG-4G4e8ae3lx_szHtR8g",7,4.57,2,3,1,"M"
"JOh8htsRYzNEWbpBav9xTQ",9,3.22,9,3,6,"M"
"joIzw_aUiNvBTuGoytrH7g",1107,3.29,2132,1492,1502,"M"
"jOjk76AiRDxWtRqtKovDmw",28,3.46,23,6,5,"M"
"jOkdt5CVAeuBsreG_jG6EQ",1,4,1,0,0,"M"
"joLo6IHlpsovJ-JumDVpSQ",1,5,0,0,0,"F"
"joLTvLmaIYW1z1MIAen2Gw",7,3.86,32,13,8,"M"
"jOnE59WV2_CMZiuSPcZfTw",1,1,1,0,0,"F"
"jOnPexLB9HPbdU_FTKDwyg",1,4,0,0,0,"M"
"JoOSy4ReLh6oJSBbvVCBog",5,4.6,2,0,0,"F"
"jopndPrv-H5KW2CfScnw9A",196,3.56,678,378,451,"F"
"joPo0oloPfYGWT0mCCW0hA",210,4.02,611,498,527,"F"
"JopzNRMvBxIc_M5pZfoK7Q",16,2.38,8,4,3,"M"
"jOQo_wlrBs6DvjqmV3s9xg",6,2.5,6,0,0,"M"
"jOQQJbs7EO4X0vEIS7FCcw",2,2.5,6,0,1,"M"
"JoR7gZAEEkGMqiqNac4OZg",6,4.6,6,1,1,"M"
"jOs47GO0b7iPsbYZe-lLSQ",62,3.37,33,12,7,"M"
"JoS66GbTJaIkNpcmGKtjcg",1091,3.84,2874,1362,2471,"F"
"jOTG3TdprDkQO_V1asGF4w",13,3.85,11,2,2,"M"
"Jou7l2wJvM7ZgqspikTw9Q",317,3.11,183,76,46,"M"
"JOUBGosRnGGVKd4jrSLOwA",54,3.09,42,9,8,"M"
"jOWBX40VZpr4u0dGqww59g",3,5,1,0,0,"F"
"JownYBhVrfPt-7TYC72qaQ",9,3.29,6,1,2,"M"
"JP__pTuU2ekhsEG47woVIg",12,4.64,1,0,0,"M"
"jp-FQ9XumlfPzxdUdyFbQg",53,4.13,98,17,27,"F"
"jP0aILelQe0oJGnn8dW1jg",3,4,1,1,0,"M"
"JP4kKXHPzIpYQueQJyM9ZA",2,5,0,0,0,"M"
"JP6nHrIgmAMPMchiwbSnnw",21,3.81,15,0,1,"M"
"JP8WRQ-SxWWYz4wVRr_HKQ",3,3.67,9,2,1,"F"
"JpabpbTVAs47hset-3YRng",3,1.5,0,1,0,"M"
"JPAF4YSek6iDPuUEAgAJDw",1,5,0,0,0,"F"
"JpAoiszDErOaJ2qb-2YQKA",42,4.12,13,1,10,"F"
"jpbXg1yKBl4FurBi5ukseQ",15,2.8,21,6,4,"M"
"JPcjj7ByW_aqwYwH4FRvLg",18,3.83,26,2,13,"M"
"JPcT87YfFrQFcXK5-uu9ow",3,4.67,1,0,0,"F"
"JPdGiAA8qNS-9Re2RN5qVA",6,3.2,4,0,0,"M"
