"businessid","cat109","cat363","cat361","cat366","cat344","cat33","city","cat501","cat444","cat404","cat259","cat246","cat79","open","cat221","cat314","cat104","state","latitude","longitude","bstars","breviewcnt","wday1","wday2","wday3","wday4","wday5","wend1","wend2","wend3","wend4","wend5"
"nW_1gn19lMnS9IF1KlZ-aA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.607105,-112.063427,2.5,4,4,4,4,4,4,4,4,4,4,4
"nW0hnCPpQqhg8-Ne2YBGLA","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.7999505,-112.127874,2,4,4,4,4,4,4,4,4,4,4,4
"nw2YkHEjzSj-_0aIiKB7rA","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6400311,-112.070196,3,9,0,2,5,7,7,0,4,2,3,2
"nW5lz4IpNnTSdHPvrZ6hCQ","f","f","f","f","f","f","Apache Junction","f","f","f","t","f","f","t","f","f","f","AZ",33.4156535,-111.5745539,4.5,4,0,10,9,10,5,0,6,5,4,3
"Nwh2N0k-u4q_dV2VLY4Fgw","t","f","f","f","f","f","Florence","f","f","f","f","f","f","t","f","f","f","AZ",33.06293,-111.484426,2.5,4,0,0,0,1,0,0,1,1,0,0
"nWJ55k8utQHrDqT_n7nYTg","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.3789789,-111.7536559,3.5,3,0,0,7,2,5,0,0,2,1,0
"nWLPuXTP6cunw86V1rJMAQ","f","f","f","f","f","t","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.6095762,-112.3912643,4.5,9,0,3,4,0,0,0,0,0,1,0
"nWm5m-O88qprGsX4sjo0Uw","f","f","f","f","f","t","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.551452,-112.182342,4,4,0,0,2,3,2,0,0,0,0,0
"nwqddri8x9y2HJi_v4AcHg","f","f","f","f","f","f","Queen Creek","f","f","f","f","f","f","t","f","f","f","AZ",33.2373632,-111.4514369,3.5,3,4,4,4,4,4,4,4,4,4,4
"nwQhAfMjyCjPzzXaF7yg4A","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","f","f","f","f","AZ",33.4949038,-112.0220845,2,6,0,4,0,0,3,0,2,0,1,1
"NWtC07BxIqQp76kugbvynA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.6707361,-112.1177658,3.5,12,0,6,8,3,4,0,3,4,0,1
"NwxQZP5ML6tIBpW9Fx0ZiA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.712989,-112.1109494,4,6,0,2,10,9,9,0,2,6,2,3
"NX5YHSIyesufcsI7Rg5NLg","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.319561,-111.9778408,3,29,0,10,13,6,5,0,4,6,3,1
"nXFQjMFJ0qLQSrq1TwLrWQ","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.305681,-111.897553,2.5,3,0,0,0,1,0,0,1,0,1,0
"nXKwzVKJCtIGd4HxXgjdnQ","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3943472,-111.874864,3.5,67,4,0,2,10,26,0,0,0,4,9
"nxNtd8rmQZ7U5L6icXL_tg","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4998033,-111.9272406,4,6,4,4,4,4,4,4,4,4,4,4
"nxrzfONnyMBhepzHpaFmRQ","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3852846,-111.964558,3.5,8,0,0,7,2,2,0,0,2,0,1
"nXSOnl-Nj8Q9mTJlGMsHJA","f","f","f","f","f","t","Carefree","f","f","f","f","f","f","t","f","f","f","AZ",33.825118,-111.92344,4.5,3,4,4,4,4,4,4,4,4,4,4
"NXsw4z0AtaILgS4-UxSWUg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4538553,-111.9534174,4,27,2,14,12,11,2,0,6,7,3,2
"NxUJVTYMz-zC_fbZItUZbQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","t","f","f","AZ",33.4482453,-112.0712573,3.5,5,0,2,6,0,0,0,0,0,2,0
"nxXNJyYrUqPrSYn3gev2cg","f","f","f","f","f","f","Tolleson","f","f","f","f","f","f","t","f","f","f","AZ",33.421213,-112.270225,4,5,1,4,10,10,6,0,2,6,5,5
"nXyxu-rRUtEkd2No0359Og","f","f","f","f","f","f","Peoria","f","f","f","t","f","f","t","f","f","f","AZ",33.5774693,-112.2353687,5,5,7,15,1,0,0,0,2,0,0,0
"nY2QBNMEfT3j68j-DHOGyg","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.640625,-112.112867,3.5,21,4,10,4,4,9,3,5,2,2,5
"NYBx4sdSVrN-I5Q8RfLMPg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4655483,-112.0410568,4,26,0,0,8,6,5,0,0,2,1,1
"NYIyTj2AZJpAo7XIM-Z7lw","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.319395,-111.874965,3.5,84,0,8,16,15,25,0,3,8,6,8
"NYMhsPNzYcAjzej--fFGAw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3033574,-111.9842837,5,3,4,4,4,4,4,4,4,4,4,4
"NYR02j-mRfBUYjqO59PuaA","f","f","f","t","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.427344,-111.8859512,2.5,3,10,16,13,13,26,4,7,5,5,12
"nytd8aC5Y9et_iMCuas-vg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5101474,-111.9866292,2.5,8,0,0,4,3,4,0,0,2,1,2
"Nz_AasmpsQ8MLSqhCTRVoA","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.362719,-111.8761389,3.5,57,1,2,14,3,14,1,0,2,2,3
"nZ0mUQEdez-CHrykD2nNLA","f","f","f","f","f","t","Carefree","f","f","f","f","f","f","t","f","f","f","AZ",33.822031,-111.90897,3,30,2,7,7,8,10,1,3,3,2,3
"NZ4V7rl7nevZPOdySgg-iw","t","f","f","f","f","f","Maricopa","f","f","f","f","f","f","t","f","f","f","AZ",33.0241115,-112.0505478,3,15,0,0,2,4,3,0,0,3,0,1
"nZ5li6yoc8BlqHNByaJ56g","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.415957,-111.808954,3,10,0,1,3,2,2,0,0,2,0,0
"NZ6_i3FmyUMp4hsSUrGXww","f","t","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.301377,-111.946065,5,5,4,4,4,4,4,4,4,4,4,4
"NZ7IwFnVz2t3nygNqTkCyg","t","f","f","f","f","f","Cave Creek","f","f","f","f","f","f","t","f","f","f","AZ",33.797531,-111.976648,5,4,0,3,10,3,3,0,0,3,4,0
"nZBAnK1rOmV7bLVVDPJs0A","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.6379787,-112.2249281,3.5,9,0,2,8,6,11,0,0,4,2,0
"NzbCi3p0HqU2SX__853VwA","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.5025941,-111.9296765,4,26,4,4,4,4,4,4,4,4,4,4
"nzfTy-pnGeEgQdRW2CUriA","f","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.383123,-111.964485,2.5,9,0,3,6,4,2,0,2,4,0,1
"NzI4pAPrjlCkwcLgjseDtA","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3915713461002,-111.678633568584,3,8,0,0,5,4,5,0,0,5,2,3
"nzIJdh8jCuv-uXbQSUmGvw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.3052569,-112.0534109,5,4,4,4,4,4,4,4,4,4,4,4
"NzMBaVChiuPZnBESqTS4dg","f","t","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","t","t","AZ",33.640232,-111.9432645,3.5,3,4,4,4,4,4,4,4,4,4,4
"NzmTnhKa17kZbuc-M0u41w","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2786539,-111.8589415,4,17,0,0,14,2,10,0,0,4,3,1
"NzmViJlxei-alIHkM6gVbA","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.4862128,-111.9091458,3,3,4,4,4,4,4,4,4,4,4,4
"NZRB1xP3zftnIRH2dKtZzA","f","f","t","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.392652,-111.694992,2.5,9,0,5,12,7,14,0,3,7,4,2
"NZuSOvDFNssv8jrqM5UkJg","f","f","f","f","f","t","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.5948508,-112.3782723,3.5,7,0,4,3,1,1,0,1,1,0,0
"O_5RlNmiyBRzwGZAwfsZFA","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.5065090878526,-112.073972394505,4.5,35,0,0,6,5,21,0,0,2,4,5
"o_w69y1M6pkKetd1w43i_w","t","f","f","f","f","f","Gilbert","f","f","f","t","f","f","t","f","f","f","AZ",33.31081,-111.772012,4,123,0,2,17,15,24,0,1,7,6,9
"O_X3PGhk3Y5JWVi866qlJg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6400963,-112.0914962,4,17,0,2,13,6,2,0,1,7,4,0
"o_YqpIrK0-9F7Q7ggtCSrg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.638405,-111.979837,3,4,4,4,4,4,4,4,4,4,4,4
"O_ZNZDr6c5CsK6GgsKdDeQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.493947,-111.922301,4,160,4,21,20,15,24,4,8,8,6,11
"o-OV2LkJxpcCHmI_d4TZiQ","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.3559111,-111.7898601,4,108,0,4,17,12,22,0,3,8,6,7
"O-s2pyewnZXyyxBAfka7-A","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.517631,-112.168184,4,4,4,4,4,4,4,4,4,4,4,4
"O-SE2b4SncLzk6jnPd8g6Q","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4499,-112.0739,4,15,0,1,3,2,1,0,1,2,1,0
"O-usNZUjADajkeYXIDAJiQ","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4078685,-111.8344631,4.5,24,1,0,7,3,2,0,1,1,3,1
"O-Xa9GCFWI65YiBD5Jw_hA","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.50201,-111.9313599,4.5,276,2,2,5,12,25,0,1,1,5,10
"O-xSC1JlgdiBN3zR4iqNUA","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","f","f","f","f","AZ",33.409766,-111.92578,3.5,4,0,0,1,2,1,0,0,0,1,0
"O-ylVyHn6e6kaoJO-jHj-w","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5478355,-112.0474569,3.5,27,0,9,5,5,10,0,1,0,4,4
"O02Z6r9mO3tORhD5ynWPeg","f","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.335548,-111.907832,4,19,6,12,18,8,14,2,4,8,2,6
"O0ayL4r9AbonKwdgelBL3A","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4076118,-111.9470154,5,5,0,0,0,0,8,0,2,2,0,2
"o0Sm7tDF8wx6w9F2ZbdG2w","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5736474,-112.1246893,4,3,4,4,4,4,4,4,4,4,4,4
"o0snahBUg0DYC5PIM0bz3Q","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4947907,-111.9174952,5,8,0,2,4,3,1,0,0,1,1,0
"o0W63qXx172aCiGf-CCWyA","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.684479,-111.97094,4,13,5,12,8,9,5,2,5,1,5,3
"o0XFB68e7qrLjcyOtWnW_A","f","f","f","f","f","t","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3778843,-111.8597234,4,3,0,0,1,4,0,0,0,1,0,0
"o15PeOAUzpcCl8ngk0lMHw","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3950097,-111.6846403,4,32,0,1,12,8,7,0,1,3,1,2
"o1GIYYZJjM6nM03fQs_uEQ","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4542695,-111.9094198,3.5,147,4,2,0,8,24,1,0,3,5,8
"O1gnIBCY0DMtK3lGJBfJNw","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4293589,-111.9428476,5,3,0,0,1,2,0,0,0,0,0,0
"O1PwUNte19omnQa0ByXM0Q","f","f","f","f","f","f","Chandler","f","f","f","t","f","f","f","f","f","f","AZ",33.310833,-111.950669,5,3,4,4,4,4,4,4,4,4,4,4
"O23GAU6xDXOh3kDrhNN8Hw","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5104737,-111.9863556,5,3,4,4,4,4,4,4,4,4,4,4
"o25PsJyVUFV83i4GqxtqfQ","f","f","t","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.629232,-111.864257,2,7,3,7,7,4,10,1,5,3,5,6
"o2BeeJmpf_J9EmC8HQoHRA","t","f","f","f","f","f","Paradise Valley","f","f","f","t","f","f","t","f","f","f","AZ",33.5388471,-111.9641728,4,12,0,5,2,5,1,0,3,2,0,0
"o2e_M8SqL6IJ9_Ih0yQkMA","f","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.4072397,-111.9272628,2.5,4,0,0,1,0,1,0,0,2,1,1
"O2Fq4v8QW1EeULVvrnrnBQ","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2774922,-111.7913671,4,13,0,7,14,13,22,1,3,6,6,9
"o2gquauQEE9L1sBbcdbxZg","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","f","f","f","f","AZ",33.389345,-111.865083,2.5,5,4,4,4,4,4,4,4,4,4,4
"o2rrTbAxGXrdQKQvKDcGiA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.453814,-112.073239,4.5,11,0,2,3,1,6,0,0,3,1,2
"o2vKya6WSNcMNTxAcJsF1g","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.486257,-112.0476186,3.5,11,0,1,5,2,5,0,1,0,1,2
"O36iUta8mR3XsbACp4nS3Q","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5393846684326,-112.041401119773,3.5,13,6,14,16,14,19,3,4,6,6,7
"O3cIGz7U4-X2UUyBvHxn6A","f","f","t","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.480731,-111.908535,2.5,13,0,8,16,11,2,0,5,8,5,0
"O3CYB99YAIMqQqPNyongWA","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.649878,-111.888031,4,16,0,6,8,10,2,0,3,6,2,1
"o3ehs4ZEdsizbJyB9_j7uQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.492195,-111.9312992,5,14,0,0,5,5,6,0,1,0,1,0
"o3TruOSgOwNgx08QosuWTw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4804658,-112.0218376,3.5,9,2,2,1,2,7,1,1,0,2,3
"O48Mv1VkQYZrDkR6LhnY4g","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.452641,-112.068872,3,12,0,2,6,1,4,0,0,1,1,0
"o4DsvwwD2kIbF-EM4r9G8A","t","f","f","f","f","f","Scottsdale","f","f","f","f","t","t","f","f","f","f","AZ",33.4999005,-111.9199715,3.5,59,3,0,3,8,22,2,1,1,0,0
"O4E5IXT6zVJ3VpbYHqxRug","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5240976,-112.1515032,4.5,8,0,0,0,1,3,0,0,0,0,0
"O4GznwWobGqx01DUlijgZA","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3780766,-111.9570367,4,28,0,5,5,2,6,1,3,3,1,2
"O4jXtRnS_R9SyM7ckMhFmg","f","f","f","f","f","f","Goldfield","f","f","f","f","f","f","t","f","f","f","AZ",33.456993,-111.492045,3.5,53,0,1,11,7,1,0,4,6,4,1
"o4v2m2kwWRVvrwYFjYcKaw","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","t","f","f","f","AZ",33.5737667,-111.9055104,4.5,15,0,1,3,1,1,0,1,0,0,0
"o4v379Vy5Ag2dbQBmkka2w","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.621895,-111.874989,3,4,0,0,0,1,0,0,0,2,0,0
"O4w3o99OUQIPhGKoN0SYIA","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4199281,-111.8227601,5,5,0,5,1,3,2,0,0,0,1,1
"O510Re68mOy9dU490JTKCg","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","f","f","f","f","AZ",33.624679,-111.92438,3.5,39,0,8,16,7,4,0,2,6,2,0
"o571CmC40T0zUzl7FXzqXw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6106583,-112.1499898,4,4,4,4,4,4,4,4,4,4,4,4
"o5a6PDMzyyaFh0A57lRF1Q","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3185866,-111.9766537,2.5,3,0,2,5,1,2,0,0,1,1,0
"o5Ej_N6wXbYPaZ5h1wqfDg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.412207,-112.014327,3,9,0,18,16,9,2,0,5,3,3,1
"O5Qf0CfbIG6r-g55KO7TQw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5674471,-112.1073361,2.5,13,0,8,6,3,3,0,1,1,1,0
"O5VAXnTDezn4eghfTTEWDg","f","f","t","f","f","f","Tolleson","f","f","f","f","f","f","t","f","f","f","AZ",33.4500323,-112.2724834,5,3,0,1,2,1,2,0,0,2,0,2
"o5x6DF0KK1OBsiUOx2gavg","f","f","f","f","f","f","Tempe","f","f","f","t","f","f","f","f","f","f","AZ",33.407975,-111.910578,4,29,0,4,4,0,0,0,0,1,0,0
"o5ybM8XvHaKSVFZKBZDwXQ","t","f","f","f","f","f","Avondale","f","f","f","f","f","f","f","f","f","f","AZ",33.46469,-112.2797718,3,9,0,0,4,4,4,1,1,3,4,3
"o5ysIBT-sgplWqk5jFb6TQ","f","f","f","t","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3260297,-111.8747445,4,6,4,4,4,4,4,4,4,4,4,4
"O6fdmeu4Z_oei9MrgKuo2A","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.496107,-111.929337,5,5,4,4,4,4,4,4,4,4,4,4
"O6gB9LGMIpIV5TawmMjSWw","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5081582,-111.9066528,1,4,0,1,1,2,0,0,0,0,0,0
"o6K1dLoVm6g9ThxQTd15hw","t","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.4183377,-111.935727,3,9,0,5,3,3,0,0,2,1,0,0
"O6ogkhJOdaX81sNC9_RAOw","f","f","f","f","f","f","Chandler","f","f","f","f","t","f","t","f","f","f","AZ",33.2928195,-111.9630615,2.5,3,4,4,4,4,4,4,4,4,4,4
"O7fXh4ODsi--5LmJKTHn2g","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4492,-112.0696,4.5,82,2,22,17,3,0,0,4,6,1,1
"O7PaiUSz67pYmqSvb54WEA","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5825219,-111.8926245,3.5,7,0,0,1,1,1,0,0,2,0,1
"O7X2FExFAj9bTJcOx_rKuw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4976754,-111.9298957,5,7,5,16,6,11,5,2,2,3,2,2
"O83Ppn_Wehhpc7FmzuRDDg","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","f","f","f","f","AZ",33.6411514,-112.2193658,3.5,3,4,4,4,4,4,4,4,4,4,4
"o8AXQd1bXcTZof7K3Sy4mQ","f","f","t","f","f","f","Gilbert","f","t","f","f","f","f","t","f","f","f","AZ",33.363952,-111.806639,2.5,3,4,4,4,4,4,4,4,4,4,4
"O8Lm8dMLOCtXZrFXZvhebA","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.429487,-111.900432,2.5,10,0,2,11,8,11,0,0,6,4,4
"o8Olw8RjgziJh4vPaFlqNQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6417151,-112.0677484,5,4,4,4,4,4,4,4,4,4,4,4
"O8VZStQqbwvHb8aayyTIWg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.671419,-112.117988,2,3,0,5,2,0,0,0,1,1,0,0
"O9n4xeNjugFIYZtvj7wlbw","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4225456,-111.9397916,1.5,8,3,4,2,1,7,1,1,1,0,3
"o9nCXNC14VScabiy2bftgw","t","f","f","f","t","f","Scottsdale","t","f","f","f","t","t","t","f","f","f","AZ",33.638183,-111.92861,3,63,6,3,15,11,26,3,0,7,6,10
"o9RdxU-kRtPQMeXUTnggNQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6325785,-112.0047638,4.5,5,0,2,1,2,1,0,0,2,1,0
"o9z6CnjOr-_WHL8eIsCFQQ","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5394596,-111.9244784,3,13,0,4,2,9,8,0,3,3,4,4
"oa8lhYj-mTKlL_amkJSu2Q","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.481319,-112.151114,4,4,0,0,2,0,0,1,0,0,0,2
"oaakO-X7uOXNxqsxjDSKfg","t","f","f","f","t","f","Phoenix","t","f","f","f","t","t","t","f","f","f","AZ",33.5054706,-112.0370088,3,73,5,2,14,14,28,2,2,7,5,9
"oABEe2gmsT-FiW1kGPVTOw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4510841,-112.1160088,3,12,0,3,8,1,1,0,0,0,0,1
"oAdYs2AxoZliP-kamBbPOQ","f","t","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.655227,-112.378399,4,3,4,4,4,4,4,4,4,4,4,4
"oajNY_oTIMb7YZsor7Xonw","f","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.6312007,-112.2347564,4.5,46,0,12,16,14,14,0,6,7,6,4
"oASUHHGDyzwrR32ajtvrQA","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3255257,-111.6876868,3,5,0,1,10,2,2,0,0,4,2,2
"OaTFqMIAHUhJckgvbP9IXA","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6105645,-112.170744,3.5,4,4,2,5,3,3,3,3,0,0,2
"oATnqNmOwJheEspngG7eZw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4982138,-111.9290101,4.5,8,0,4,6,3,1,0,0,1,3,1
"oAu4UhH58B8kIzTNL2WxOA","f","f","t","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.638426,-112.1867882,2,3,0,0,2,1,0,0,0,0,0,0
"oaw0_xft__I_9Ji5bzsFHQ","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.757516,-111.969733,2,5,4,4,4,4,4,4,4,4,4,4
"oAxR0TJhPHMrN_hjQWBWMA","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.3345698,-111.7383162,4,6,1,1,10,10,7,1,0,3,2,3
"oB-vwbo10DIjK01Zakp39A","f","f","f","f","f","f","Scottsdale","f","f","f","f","t","t","t","f","f","f","AZ",33.6462961,-111.9189477,3.5,21,2,0,0,5,14,1,0,2,1,4
"OB18XxKlmvW_0VXYHacvbg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.640714,-112.065001,2,5,0,0,1,0,7,0,0,0,2,4
"oB1eTd2ZdPgtvgC5llPZIg","f","t","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.365006,-111.736718,3,4,4,4,4,4,4,4,4,4,4,4
"Ob2Hbs4b6iIHaCHy6Sp0mA","f","f","f","f","f","f","Gilbert","f","f","f","t","f","f","t","f","f","f","AZ",33.2902073655016,-111.754624843597,5,5,0,1,2,1,0,0,0,0,0,0
"oB3LAXzg-GgnPbBRUsvxxw","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.5383534,-112.1658193,3.5,49,0,16,8,0,1,0,7,4,0,0
"OB54havrgnJN34IUVeYZYQ","f","f","f","t","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.34917,-111.83258,2,5,4,4,4,4,4,4,4,4,4,4
"ob88xmgLR7eCDMkDk8Xsaw","f","f","t","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.465904,-111.943049,4,6,4,4,4,4,4,4,4,4,4,4
"OBbZsvsdz5dKedj7xGBAEw","f","f","f","f","f","f","Peoria","f","f","f","t","f","f","t","f","f","f","AZ",33.583379,-112.220743,4,3,4,4,4,4,4,4,4,4,4,4
"OBcIfGmgXkAbn-ljKPVTjw","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.5085705,-112.2735549,5,3,3,1,7,1,2,1,3,3,0,0
"obEv3-i-pr6oPlya2IY5mg","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","f","f","f","f","AZ",33.306359,-111.887397,3.5,18,0,1,3,2,5,0,0,2,0,0
"oBI_RZtjAHdib0AgDf7AFA","f","f","f","t","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2355107,-111.7900624,5,3,4,4,4,4,4,4,4,4,4,4
"obkBJENTOXC3YpS_VWiPyw","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2475,-111.87918,4.5,15,0,5,13,12,16,0,1,8,3,5
