"bookid","titlewords","authorwords","year","publisher"
"'37954'",4,2,"'2001'","'172'"
"'37955'",4,2,"'1993'","'154'"
"'37956'",8,2,"'1998'","'305'"
"'37959'",6,2,"'1999'","'160'"
"'37960'",3,3,"'2001'","'320'"
"'37961'",3,2,"'2001'","'325'"
"'37965'",6,2,"'1996'","'255'"
"'37967'",4,2,"'1999'","'59'"
"'37968'",3,2,"'2001'","'398'"
"'37969'",9,3,"'1977'","'398'"
"'37971'",2,2,"'2003'","'923'"
"'37972'",8,2,"'1998'","'209'"
"'37974'",12,3,"'1984'","'109'"
"'37975'",7,3,"'1997'","'66'"
"'37977'",5,2,"'2002'","'133'"
"'37978'",8,2,"'2004'","'84'"
"'37979'",13,2,"'1997'","'61'"
"'37980'",11,2,"'1995'","'2435'"
"'37981'",5,2,"'2000'","'38'"
"'37985'",2,2,"'1995'","'7'"
"'37988'",13,2,"'2003'","'181'"
"'37989'",3,2,"'1993'","'57'"
"'37990'",3,2,"'2003'","'185'"
"'37991'",6,2,"'2003'","'303'"
"'37994'",5,3,"'1999'","'35'"
"'37996'",3,2,"'1988'","'92'"
"'37997'",4,2,"'2002'","'796'"
"'37998'",4,2,"'2001'","'1177'"
"'38000'",6,3,"'1999'","'214'"
"'38002'",2,3,"'1997'","'161'"
"'38003'",2,2,"'2001'","'882'"
"'38006'",1,2,"'1996'","'28'"
"'38009'",2,2,"'1989'","'137'"
"'38011'",3,2,"'2003'","'742'"
"'38012'",2,2,"'0'","'293'"
"'38015'",2,3,"'1991'","'38'"
"'38017'",3,2,"'1995'","'80'"
"'38018'",8,2,"'2002'","'66'"
"'38024'",6,3,"'2003'","'374'"
"'38025'",2,2,"'1999'","'134'"
"'38026'",3,2,"'1999'","'569'"
"'38027'",5,2,"'1992'","'88'"
"'38028'",2,2,"'1993'","'28'"
"'38030'",3,2,"'1998'","'10'"
"'38035'",5,2,"'1987'","'161'"
"'38039'",3,2,"'1999'","'392'"
"'38040'",5,2,"'1990'","'246'"
"'38044'",1,2,"'1996'","'36'"
"'38045'",1,2,"'1993'","'39'"
"'38046'",5,2,"'1995'","'66'"
"'38047'",17,2,"'2001'","'9'"
"'38048'",5,2,"'2001'","'141'"
"'38049'",8,2,"'2003'","'84'"
"'38050'",4,2,"'1983'","'846'"
"'38052'",4,2,"'1993'","'434'"
"'38053'",11,2,"'1998'","'160'"
"'38054'",4,2,"'1989'","'346'"
"'38055'",2,2,"'1983'","'6'"
"'38057'",5,2,"'1995'","'140'"
"'38058'",5,2,"'1999'","'1624'"
"'38062'",9,2,"'1995'","'43'"
"'38063'",7,2,"'1996'","'10'"
"'38071'",5,2,"'2001'","'143'"
"'38073'",2,2,"'1995'","'35'"
"'38075'",2,2,"'1996'","'7'"
"'38076'",9,2,"'2001'","'28'"
"'38078'",2,2,"'1997'","'140'"
"'38079'",4,2,"'1998'","'7'"
"'38081'",30,3,"'1992'","'58'"
"'38082'",3,3,"'1988'","'36'"
"'38083'",3,2,"'1987'","'72'"
"'38085'",6,3,"'2001'","'1576'"
"'38087'",3,2,"'1995'","'28'"
"'38088'",2,2,"'1997'","'7'"
"'38090'",6,2,"'1994'","'56'"
"'38091'",6,2,"'1996'","'278'"
"'38092'",1,2,"'1999'","'53'"
"'38097'",2,3,"'1994'","'66'"
"'38098'",1,2,"'1995'","'154'"
"'38100'",4,2,"'1994'","'253'"
"'38101'",4,2,"'1991'","'35'"
"'38102'",4,2,"'1985'","'72'"
"'38106'",2,2,"'2001'","'31'"
"'38109'",3,2,"'2002'","'39'"
"'38110'",9,2,"'2000'","'292'"
"'38113'",5,3,"'1994'","'38'"
"'38114'",3,2,"'2004'","'98'"
"'38117'",2,2,"'1997'","'278'"
"'38118'",2,2,"'2003'","'7'"
"'38122'",15,2,"'2002'","'937'"
"'38123'",7,2,"'2003'","'160'"
"'38124'",3,2,"'2003'","'132'"
"'38125'",8,3,"'2003'","'399'"
"'38127'",3,2,"'1989'","'273'"
"'38128'",2,2,"'1992'","'6'"
"'38130'",2,2,"'2003'","'256'"
"'38131'",2,2,"'2003'","'74'"
"'38134'",1,2,"'1981'","'6'"
"'38135'",4,3,"'1991'","'35'"
"'38136'",2,2,"'1970'","'99'"
"'38138'",10,2,"'1999'","'35'"
"'38140'",4,2,"'1997'","'213'"
"'38141'",9,2,"'1995'","'15'"
"'38142'",11,2,"'1995'","'2251'"
"'38144'",5,3,"'1997'","'26'"
"'38146'",2,3,"'1993'","'38'"
"'38147'",10,2,"'1998'","'7'"
"'38150'",5,2,"'2004'","'390'"
"'38151'",5,2,"'2004'","'28'"
"'38153'",4,2,"'2004'","'149'"
"'38154'",4,2,"'1998'","'7'"
"'38159'",4,2,"'2000'","'2766'"
"'38160'",3,2,"'0'","'115'"
"'38163'",4,2,"'1998'","'123'"
"'38164'",13,2,"'2002'","'126'"
"'38165'",16,2,"'2004'","'21'"
"'38166'",4,2,"'2003'","'7'"
"'38167'",10,2,"'2001'","'57'"
"'38168'",6,2,"'1993'","'74'"
"'38169'",6,3,"'1997'","'76'"
"'38171'",3,2,"'2004'","'35'"
"'38172'",7,2,"'1991'","'40'"
"'38174'",4,2,"'1997'","'5'"
"'38175'",8,2,"'1987'","'1778'"
"'38177'",4,2,"'2002'","'256'"
"'38178'",2,2,"'2002'","'38'"
"'38179'",2,3,"'1998'","'135'"
"'38182'",3,2,"'2002'","'69'"
"'38189'",2,2,"'2003'","'445'"
"'38190'",5,2,"'2002'","'35'"
"'38191'",8,2,"'2004'","'538'"
"'38194'",4,2,"'2002'","'59'"
"'38195'",9,2,"'2001'","'252'"
"'38196'",6,2,"'1986'","'214'"
"'38197'",6,2,"'1997'","'35'"
"'38206'",7,2,"'2001'","'213'"
"'38211'",3,2,"'2001'","'213'"
"'38212'",3,2,"'2001'","'569'"
"'38213'",6,2,"'1989'","'677'"
"'38216'",2,2,"'2001'","'569'"
"'38217'",2,2,"'1990'","'28'"
"'38228'",2,2,"'1999'","'1530'"
"'38231'",1,2,"'1996'","'118'"
"'38233'",4,2,"'1999'","'112'"
"'38235'",1,1,"'0'","'799'"
"'38239'",5,2,"'2000'","'122'"
"'38240'",2,2,"'2002'","'126'"
"'38241'",1,2,"'2000'","'801'"
"'38242'",4,2,"'2001'","'126'"
"'38243'",2,2,"'2000'","'30'"
"'38251'",8,2,"'1984'","'513'"
"'38253'",15,3,"'1993'","'85'"
"'38254'",1,2,"'1998'","'94'"
"'38256'",3,2,"'1990'","'154'"
"'38258'",1,2,"'2001'","'796'"
"'38259'",2,2,"'2000'","'392'"
"'38262'",2,2,"'1999'","'284'"
"'38263'",2,2,"'1998'","'284'"
"'38265'",4,2,"'2003'","'952'"
"'38267'",3,2,"'1987'","'39'"
"'38268'",5,2,"'1988'","'39'"
"'38269'",1,2,"'1991'","'28'"
"'38271'",7,2,"'1994'","'987'"
"'38272'",2,2,"'1997'","'256'"
"'38273'",2,2,"'2002'","'56'"
"'38274'",1,2,"'1988'","'168'"
"'38278'",3,2,"'2000'","'4030'"
"'38281'",5,3,"'1987'","'837'"
"'38284'",5,2,"'1988'","'39'"
"'38285'",5,3,"'1982'","'837'"
"'38287'",3,3,"'1986'","'249'"
"'38288'",6,3,"'1990'","'837'"
"'38289'",5,3,"'1988'","'249'"
"'38292'",7,2,"'1994'","'140'"
"'38294'",2,2,"'1971'","'353'"
"'38298'",2,2,"'2000'","'7'"
"'38299'",10,2,"'1986'","'214'"
"'38302'",4,2,"'1994'","'35'"
"'38306'",3,2,"'2001'","'1630'"
"'38309'",3,2,"'1994'","'34'"
"'38310'",11,2,"'2003'","'445'"
"'38315'",1,2,"'1996'","'1194'"
"'38318'",3,2,"'2000'","'538'"
"'38321'",5,2,"'0'","'580'"
"'38322'",8,3,"'1993'","'78'"
"'38329'",3,3,"'1998'","'4034'"
"'38333'",8,3,"'2001'","'289'"
"'38335'",8,2,"'1999'","'844'"
"'38336'",7,3,"'1997'","'289'"
"'38341'",8,2,"'1996'","'4036'"
"'38352'",7,2,"'1995'","'1498'"
"'38365'",5,2,"'0'","'4041'"
"'38374'",3,3,"'1993'","'954'"
"'38377'",3,3,"'1997'","'235'"
"'38381'",3,4,"'1983'","'128'"
"'38382'",3,1,"'0'","'2757'"
"'38383'",6,1,"'1993'","'2757'"
"'38386'",5,2,"'2001'","'412'"
"'38389'",5,2,"'2000'","'289'"
"'38395'",6,3,"'1996'","'412'"
"'38400'",10,2,"'0'","'353'"
"'38403'",9,2,"'1993'","'141'"
"'38412'",10,2,"'1990'","'353'"
"'38414'",10,3,"'1994'","'289'"
"'38420'",9,3,"'1985'","'68'"
"'38428'",16,3,"'1973'","'353'"
"'38432'",9,2,"'2000'","'25'"
"'38439'",7,2,"'1987'","'289'"
"'38441'",7,2,"'1997'","'4045'"
"'38455'",8,2,"'2001'","'289'"
"'38456'",9,2,"'2001'","'289'"
"'38462'",8,2,"'2001'","'1957'"
"'38463'",2,3,"'1999'","'807'"
"'38467'",11,3,"'1980'","'4049'"
"'38475'",5,2,"'2001'","'812'"
"'38479'",8,2,"'1995'","'3562'"
"'38487'",10,2,"'1989'","'256'"
"'38488'",10,2,"'1981'","'353'"
"'38489'",4,2,"'0'","'293'"
"'38491'",5,2,"'1994'","'807'"
"'38493'",2,3,"'1999'","'140'"
"'38494'",7,3,"'1995'","'3174'"
"'38496'",8,4,"'2000'","'773'"
"'38498'",5,2,"'1996'","'423'"
"'38502'",3,2,"'1992'","'378'"
"'38504'",3,2,"'1998'","'140'"
"'38505'",1,2,"'1997'","'10'"
"'38507'",7,2,"'1997'","'154'"
"'38515'",10,2,"'1996'","'303'"
"'38520'",12,2,"'1995'","'39'"
"'38521'",7,3,"'1981'","'68'"
"'38523'",4,2,"'1990'","'28'"
"'38524'",7,2,"'2005'","'474'"
"'38525'",8,2,"'1999'","'3901'"
"'38528'",4,2,"'1966'","'353'"
"'38537'",5,4,"'1989'","'1067'"
"'38540'",3,3,"'2000'","'381'"
"'38542'",3,3,"'1997'","'340'"
"'38544'",11,4,"'1994'","'947'"
"'38552'",2,2,"'2001'","'277'"
"'38555'",5,2,"'1996'","'59'"
"'38557'",4,2,"'1995'","'9'"
"'38558'",2,2,"'1997'","'476'"
"'38560'",2,2,"'2002'","'1087'"
"'38561'",4,2,"'2000'","'321'"
"'38563'",17,2,"'2002'","'15'"
"'38564'",3,2,"'1999'","'931'"
"'38565'",10,2,"'2004'","'36'"
"'38567'",9,2,"'1996'","'149'"
"'38571'",3,4,"'1985'","'28'"
"'38573'",3,2,"'2000'","'172'"
"'38575'",13,2,"'1991'","'357'"
"'38576'",4,2,"'1993'","'256'"
"'38586'",5,2,"'1993'","'109'"
"'38587'",1,2,"'1994'","'36'"
"'38591'",3,3,"'1996'","'2796'"
"'38598'",4,2,"'1995'","'176'"
"'38600'",2,2,"'1998'","'59'"
"'38601'",7,2,"'1998'","'109'"
"'38603'",2,2,"'0'","'594'"
"'38609'",5,2,"'1997'","'852'"
"'38610'",13,2,"'1999'","'1708'"
"'38612'",6,2,"'1993'","'109'"
"'38614'",6,2,"'2001'","'882'"
"'38615'",13,4,"'1993'","'39'"
"'38616'",3,2,"'2002'","'74'"
"'38617'",11,2,"'1993'","'984'"
"'38618'",6,2,"'1996'","'10'"
"'38619'",4,3,"'1993'","'160'"
"'38622'",2,3,"'1997'","'57'"
"'38623'",2,3,"'1995'","'390'"
"'38624'",1,3,"'2001'","'24'"
"'38625'",3,2,"'2000'","'7'"
"'38626'",3,7,"'1997'","'1749'"
"'38632'",2,3,"'1993'","'6'"
"'38634'",15,3,"'1996'","'1215'"
"'38635'",21,3,"'1997'","'53'"
"'38638'",1,2,"'1995'","'1234'"
"'38639'",2,3,"'1996'","'168'"
"'38640'",7,3,"'1992'","'3366'"
"'38648'",1,2,"'2003'","'278'"
"'38649'",5,2,"'1999'","'154'"
"'38650'",5,2,"'2001'","'615'"
"'38651'",22,2,"'2003'","'200'"
"'38659'",3,2,"'1999'","'129'"
"'38663'",5,2,"'2003'","'74'"
"'38664'",6,2,"'2000'","'2340'"
"'38665'",5,2,"'1991'","'457'"
"'38666'",3,2,"'2000'","'32'"
"'38668'",3,2,"'1996'","'10'"
"'38677'",19,3,"'1994'","'2207'"
"'38681'",2,2,"'1992'","'160'"
"'38683'",5,3,"'1991'","'43'"
"'38686'",1,2,"'1998'","'6'"
"'38688'",8,3,"'1996'","'632'"
"'38690'",4,2,"'1979'","'44'"
"'38692'",3,3,"'1997'","'734'"
"'38693'",3,2,"'1983'","'56'"
"'38694'",5,2,"'2000'","'57'"
"'38697'",9,3,"'1993'","'735'"
"'38698'",9,2,"'1991'","'388'"
"'38699'",4,2,"'2001'","'1714'"
"'38700'",6,2,"'1993'","'175'"
"'38701'",8,2,"'1997'","'44'"
"'38702'",4,3,"'1989'","'56'"
"'38703'",2,2,"'1998'","'175'"
"'38704'",3,3,"'1990'","'40'"
"'38705'",4,2,"'1999'","'66'"
"'38707'",4,2,"'1998'","'205'"
"'38712'",3,2,"'1995'","'4068'"
"'38716'",4,2,"'1995'","'418'"
"'38717'",4,2,"'1983'","'19'"
"'38719'",11,2,"'1989'","'28'"
"'38720'",2,2,"'2002'","'1924'"
"'38726'",5,2,"'2003'","'1315'"
"'38728'",2,2,"'2000'","'2636'"
"'38730'",1,2,"'1999'","'1340'"
"'38732'",14,2,"'1998'","'53'"
"'38738'",7,2,"'1990'","'393'"
"'38741'",1,3,"'1997'","'445'"
"'38747'",3,2,"'1998'","'1'"
"'38748'",6,2,"'2001'","'278'"
"'38750'",5,2,"'2002'","'1960'"
"'38754'",8,3,"'1992'","'305'"
"'38755'",2,3,"'1983'","'109'"
"'38756'",7,2,"'1993'","'2581'"
"'38763'",8,2,"'1998'","'105'"
"'38766'",5,2,"'1983'","'36'"
"'38768'",3,2,"'2000'","'4077'"
"'38769'",6,1,"'0'","'95'"
"'38774'",3,2,"'1998'","'52'"
"'38775'",15,2,"'1998'","'15'"
"'38776'",12,2,"'1993'","'15'"
"'38777'",10,3,"'1997'","'156'"
"'38778'",6,2,"'1985'","'585'"
"'38780'",10,2,"'1998'","'147'"
"'38781'",2,2,"'2004'","'36'"
"'38783'",4,3,"'2001'","'1229'"
"'38786'",7,3,"'1993'","'56'"
"'38794'",3,2,"'0'","'425'"
"'38795'",5,2,"'1993'","'34'"
"'38796'",3,1,"'0'","'115'"
"'38798'",4,2,"'1997'","'1206'"
"'38801'",5,2,"'2001'","'462'"
"'38803'",6,2,"'1996'","'156'"
"'38804'",3,2,"'2003'","'46'"
"'38806'",2,3,"'1998'","'92'"
"'38807'",5,2,"'1995'","'57'"
"'38809'",5,3,"'2000'","'61'"
"'38811'",4,2,"'2004'","'7'"
"'38812'",12,2,"'2002'","'295'"
"'38813'",3,2,"'2000'","'429'"
"'38814'",2,2,"'2003'","'7'"
"'38815'",1,3,"'1975'","'105'"
"'38819'",6,2,"'2003'","'255'"
"'38820'",4,2,"'2003'","'389'"
"'38824'",5,3,"'1999'","'128'"
"'38826'",4,2,"'1999'","'325'"
"'38827'",5,2,"'1992'","'796'"
"'38828'",2,3,"'1992'","'2571'"
"'38829'",7,3,"'1998'","'256'"
"'38830'",3,2,"'2002'","'57'"
"'38834'",4,3,"'1994'","'168'"
"'38837'",8,2,"'1996'","'140'"
"'38838'",5,2,"'2001'","'76'"
"'38839'",5,2,"'1996'","'56'"
"'38842'",6,2,"'1997'","'113'"
"'38845'",7,3,"'1997'","'203'"
"'38847'",2,3,"'2003'","'66'"
"'38850'",5,2,"'1994'","'286'"
"'38853'",7,2,"'1996'","'246'"
"'38854'",4,2,"'2000'","'4085'"
"'38856'",2,2,"'1991'","'25'"
"'38857'",7,2,"'1997'","'97'"
"'38866'",6,2,"'1994'","'56'"
"'38868'",2,3,"'1996'","'36'"
"'38869'",5,2,"'1971'","'278'"
"'38875'",2,2,"'1989'","'666'"
"'38876'",12,2,"'1999'","'152'"
"'38889'",6,2,"'2004'","'44'"
"'38893'",4,2,"'0'","'293'"
"'38897'",4,2,"'1998'","'128'"
"'38903'",6,2,"'1997'","'167'"
"'38904'",5,1,"'1995'","'1215'"
"'38906'",10,2,"'1997'","'303'"
"'38909'",18,2,"'1997'","'37'"
"'38911'",6,2,"'2004'","'374'"
"'38912'",6,2,"'2004'","'374'"
"'38913'",14,2,"'2004'","'172'"
"'38916'",12,2,"'1997'","'4091'"
"'38919'",8,4,"'1996'","'39'"
"'38920'",8,2,"'1987'","'495'"
"'38921'",10,2,"'1994'","'150'"
"'38922'",9,2,"'1999'","'34'"
"'38924'",15,2,"'1998'","'160'"
"'38925'",4,2,"'2001'","'160'"
"'38928'",3,2,"'2000'","'203'"
"'38929'",16,3,"'1995'","'28'"
"'38930'",13,2,"'1997'","'34'"
"'38931'",6,2,"'1989'","'186'"
"'38932'",11,2,"'2000'","'457'"
"'38934'",6,2,"'2003'","'75'"
"'38936'",3,2,"'1995'","'32'"
"'38937'",5,2,"'2003'","'25'"
"'38939'",6,2,"'2003'","'76'"
"'38944'",4,2,"'2003'","'1642'"
"'38945'",4,2,"'2003'","'160'"
"'38946'",3,3,"'1998'","'422'"
"'38948'",11,2,"'2003'","'1'"
"'38949'",2,2,"'2004'","'404'"
"'38952'",7,2,"'2003'","'9'"
"'38957'",2,2,"'1992'","'41'"
"'38961'",10,2,"'1997'","'846'"
"'38966'",4,2,"'1994'","'66'"
"'38967'",5,2,"'1998'","'1'"
"'38970'",3,2,"'2001'","'3681'"
"'38971'",2,2,"'2004'","'272'"
"'38975'",3,2,"'1995'","'128'"
"'38981'",4,2,"'1987'","'1'"
"'38982'",4,2,"'2003'","'169'"
"'38983'",6,3,"'1992'","'28'"
"'38984'",7,2,"'2002'","'56'"
"'38987'",6,2,"'2001'","'150'"
"'38989'",3,2,"'1996'","'169'"
"'38990'",5,2,"'2001'","'744'"
"'38991'",3,1,"'1979'","'400'"
"'38993'",2,2,"'1985'","'28'"
"'38996'",3,3,"'1978'","'92'"
"'38997'",7,2,"'1974'","'314'"
"'39002'",2,2,"'1987'","'40'"
"'39003'",3,2,"'1997'","'4099'"
"'39004'",2,2,"'1997'","'2511'"
"'39006'",17,2,"'2001'","'590'"
"'39009'",2,2,"'1990'","'175'"
"'39012'",3,2,"'1992'","'134'"
"'39013'",7,2,"'1998'","'28'"
"'39020'",3,2,"'1996'","'128'"
"'39027'",10,2,"'1994'","'66'"
"'39028'",7,2,"'1994'","'66'"
"'39042'",2,2,"'1999'","'168'"
"'39044'",2,3,"'1996'","'1987'"
"'39045'",2,2,"'1989'","'53'"
"'39048'",4,3,"'1995'","'28'"
"'39049'",6,2,"'1992'","'97'"
"'39053'",8,2,"'1992'","'28'"
"'39054'",20,2,"'1999'","'83'"
"'39055'",17,3,"'1998'","'35'"
"'39056'",18,3,"'1996'","'1194'"
"'39065'",10,2,"'1996'","'35'"
"'39070'",2,2,"'1996'","'455'"
"'39073'",10,2,"'1993'","'252'"
"'39074'",7,2,"'1999'","'389'"
"'39084'",2,2,"'1998'","'81'"
"'39088'",3,2,"'1997'","'35'"
"'39091'",2,2,"'2002'","'14'"
"'39094'",4,2,"'2003'","'149'"
"'39095'",7,2,"'2003'","'149'"
"'39096'",4,2,"'2002'","'149'"
"'39097'",3,2,"'2003'","'149'"
"'39098'",3,2,"'2002'","'149'"
"'39102'",8,3,"'2002'","'149'"
"'39103'",12,2,"'2002'","'149'"
"'39107'",9,2,"'2003'","'149'"
"'39108'",5,3,"'2003'","'149'"
"'39109'",8,2,"'2003'","'149'"
"'39110'",3,2,"'2003'","'149'"
"'39111'",5,2,"'2003'","'149'"
"'39112'",6,2,"'2002'","'149'"
"'39113'",8,2,"'2003'","'149'"
"'39114'",5,2,"'2003'","'149'"
"'39115'",7,2,"'2003'","'149'"
"'39118'",6,2,"'1988'","'470'"
"'39119'",3,2,"'2000'","'99'"
"'39122'",5,2,"'1998'","'1'"
"'39125'",5,2,"'1993'","'78'"
"'39126'",7,2,"'1991'","'78'"
"'39127'",4,2,"'1981'","'269'"
"'39130'",6,2,"'1986'","'197'"
"'39131'",10,2,"'1999'","'133'"
"'39132'",9,2,"'1983'","'591'"
"'39133'",6,2,"'1988'","'15'"
"'39135'",8,2,"'1987'","'154'"
"'39136'",3,2,"'1983'","'39'"
"'39139'",1,2,"'1981'","'28'"
"'39142'",4,3,"'2001'","'41'"
"'39147'",2,2,"'1989'","'476'"
"'39148'",4,3,"'2000'","'171'"
"'39149'",9,2,"'1984'","'56'"
"'39151'",4,2,"'1989'","'34'"
"'39153'",2,2,"'1996'","'56'"
"'39155'",2,2,"'1998'","'135'"
"'39156'",4,2,"'2001'","'160'"
"'39157'",1,2,"'1989'","'56'"
"'39158'",5,2,"'2001'","'40'"
"'39160'",2,2,"'1984'","'908'"
"'39161'",2,2,"'0'","'594'"
"'39162'",6,2,"'1984'","'252'"
"'39163'",4,2,"'2000'","'462'"
"'39164'",14,3,"'2001'","'1051'"
"'39165'",3,3,"'2003'","'277'"
"'39166'",14,2,"'2002'","'1184'"
"'39167'",7,2,"'1994'","'2447'"
"'39168'",3,2,"'1998'","'209'"
"'39169'",11,3,"'1992'","'9'"
"'39170'",1,2,"'2004'","'19'"
"'39178'",3,3,"'1999'","'4106'"
"'39180'",7,3,"'1980'","'140'"
"'39188'",3,3,"'1975'","'140'"
"'39189'",3,2,"'1987'","'19'"
"'39193'",5,2,"'2000'","'182'"
"'39196'",3,2,"'2003'","'76'"
"'39197'",4,2,"'2002'","'1280'"
"'39207'",3,2,"'1999'","'585'"
"'39209'",2,2,"'1986'","'39'"
"'39212'",7,2,"'1996'","'273'"
"'39213'",6,2,"'2003'","'892'"
"'39214'",5,2,"'2002'","'2696'"
"'39215'",3,2,"'1999'","'25'"
"'39216'",2,2,"'1994'","'600'"
"'39219'",1,3,"'1993'","'168'"
"'39221'",2,1,"'1996'","'75'"
"'39223'",16,2,"'1997'","'154'"
"'39225'",6,2,"'2002'","'198'"
"'39226'",3,3,"'1985'","'46'"
"'39227'",1,2,"'2000'","'53'"
"'39229'",12,2,"'2001'","'167'"
"'39230'",1,2,"'1999'","'321'"
"'39232'",10,2,"'1997'","'160'"
"'39233'",8,2,"'1999'","'114'"
"'39236'",21,3,"'1993'","'34'"
"'39238'",8,2,"'2002'","'53'"
"'39240'",6,2,"'1999'","'4114'"
"'39243'",2,2,"'1997'","'32'"
"'39244'",3,2,"'2002'","'168'"
"'39245'",3,2,"'1993'","'137'"
"'39247'",16,2,"'1992'","'56'"
"'39248'",3,3,"'1994'","'214'"
"'39249'",4,3,"'1993'","'214'"
"'39252'",2,3,"'1996'","'39'"
"'39253'",4,2,"'2000'","'149'"
"'39255'",3,2,"'2001'","'4115'"
"'39256'",2,2,"'2000'","'133'"
"'39257'",7,2,"'1997'","'53'"
"'39258'",5,2,"'2001'","'28'"
"'39264'",6,2,"'2000'","'465'"
"'39266'",3,2,"'1996'","'101'"
"'39268'",2,2,"'1999'","'4116'"
"'39271'",3,2,"'1984'","'252'"
"'39272'",6,2,"'1993'","'252'"
"'39279'",7,2,"'1994'","'2377'"
"'39284'",3,3,"'1992'","'92'"
"'39288'",6,2,"'1996'","'662'"
"'39293'",14,3,"'1992'","'92'"
"'39294'",7,2,"'1996'","'34'"
"'39305'",3,3,"'0'","'329'"
"'39308'",3,2,"'1995'","'7'"
"'39309'",9,2,"'1990'","'105'"
"'39313'",4,2,"'2001'","'156'"
"'39331'",6,2,"'2001'","'40'"
"'39332'",5,3,"'2002'","'40'"
"'39335'",6,2,"'2001'","'882'"
"'39336'",4,2,"'2002'","'172'"
"'39339'",9,2,"'2003'","'3747'"
"'39341'",3,2,"'2002'","'172'"
"'39342'",2,2,"'2000'","'4'"
"'39346'",1,2,"'1996'","'28'"
"'39349'",6,2,"'2001'","'28'"
"'39350'",4,3,"'2003'","'40'"
"'39352'",4,2,"'2001'","'255'"
"'39353'",10,2,"'2003'","'140'"
"'39354'",3,2,"'2001'","'823'"
"'39355'",8,2,"'2003'","'175'"
"'39357'",7,2,"'1999'","'182'"
"'39358'",3,2,"'1984'","'39'"
"'39360'",9,2,"'2002'","'83'"
"'39361'",3,2,"'1986'","'7'"
"'39365'",9,2,"'1996'","'502'"
"'39368'",5,3,"'1993'","'74'"
"'39369'",5,3,"'1998'","'74'"
"'39372'",2,2,"'1993'","'987'"
"'39374'",3,2,"'1998'","'152'"
"'39375'",3,2,"'1997'","'5'"
"'39376'",2,2,"'1995'","'168'"
"'39379'",3,2,"'1997'","'7'"
"'39383'",7,3,"'2001'","'4'"
"'39385'",2,2,"'2001'","'42'"
"'39390'",4,2,"'1986'","'355'"
"'39391'",3,2,"'1988'","'127'"
"'39392'",2,3,"'1998'","'4130'"
"'39393'",3,2,"'1999'","'175'"
"'39396'",8,2,"'2004'","'4132'"
"'39398'",7,2,"'2003'","'66'"
"'39401'",4,2,"'2002'","'342'"
"'39402'",1,2,"'1987'","'92'"
"'39406'",1,2,"'2003'","'36'"
"'39408'",9,2,"'2002'","'952'"
"'39412'",17,2,"'1999'","'303'"
"'39413'",4,2,"'1999'","'214'"
"'39417'",7,3,"'1995'","'4135'"
"'39418'",2,2,"'1957'","'300'"
"'39421'",9,2,"'2000'","'76'"
"'39431'",11,2,"'1999'","'589'"
"'39436'",10,2,"'1998'","'1038'"
"'39437'",6,2,"'1999'","'4140'"
"'39439'",14,2,"'2000'","'301'"
"'39449'",10,2,"'1984'","'729'"
"'39450'",2,2,"'2003'","'14'"
"'39451'",2,2,"'2003'","'390'"
"'39453'",7,2,"'2001'","'66'"
"'39454'",10,3,"'1993'","'252'"
"'39457'",5,2,"'1993'","'116'"
"'39459'",9,2,"'1996'","'1895'"
"'39460'",3,2,"'2001'","'1895'"
"'39465'",4,2,"'2003'","'538'"
"'39468'",1,2,"'1988'","'40'"
"'39470'",10,3,"'1996'","'46'"
"'39473'",2,3,"'2000'","'610'"
"'39475'",2,2,"'1998'","'4'"
"'39477'",1,2,"'2002'","'175'"
"'39479'",7,2,"'1991'","'140'"
"'39481'",3,2,"'2001'","'4145'"
"'39482'",14,2,"'2001'","'4145'"
"'39483'",6,2,"'2001'","'105'"
"'39484'",7,2,"'1997'","'25'"
"'39485'",3,2,"'2000'","'1280'"
"'39486'",8,2,"'2000'","'31'"
"'39489'",10,2,"'1997'","'74'"
"'39490'",4,3,"'1993'","'37'"
"'39491'",2,3,"'1984'","'39'"
"'39492'",5,2,"'2002'","'135'"
"'39493'",2,2,"'0'","'594'"
"'39498'",4,2,"'2003'","'454'"
"'39500'",4,2,"'2001'","'308'"
"'39507'",6,2,"'1981'","'4148'"
"'39508'",18,3,"'1989'","'140'"
"'39512'",2,2,"'2001'","'168'"
"'39513'",2,2,"'1996'","'168'"
"'39516'",2,2,"'2002'","'24'"
"'39518'",1,3,"'1999'","'35'"
"'39519'",7,2,"'1999'","'168'"
"'39521'",1,2,"'1999'","'181'"
"'39523'",1,2,"'1998'","'57'"
"'39526'",4,2,"'1999'","'74'"
"'39528'",7,2,"'2003'","'1006'"
"'39533'",4,2,"'1987'","'46'"
"'39536'",3,2,"'1979'","'268'"
"'39537'",5,2,"'1981'","'68'"
"'39540'",7,3,"'2004'","'69'"
"'39544'",4,2,"'2000'","'255'"
"'39545'",2,2,"'1990'","'161'"
"'39546'",3,2,"'1998'","'205'"
"'39547'",3,2,"'1996'","'666'"
"'39548'",2,2,"'2002'","'30'"
"'39554'",1,2,"'1991'","'1249'"
"'39556'",4,2,"'2002'","'295'"
"'39557'",6,2,"'1999'","'773'"
"'39558'",2,2,"'2000'","'168'"
"'39559'",2,2,"'1998'","'40'"
"'39561'",6,2,"'2002'","'98'"
"'39562'",5,2,"'2001'","'35'"
"'39563'",6,2,"'2002'","'98'"
"'39564'",6,2,"'1993'","'213'"
