"artistid","numscrobbles","numlistens","rock","electronic","indie","pop","hiphop"
"'6621'",7629361,911314,"f","f","f","f","t"
"'6626'",14120959,1287638,"f","f","f","f","t"
"'6631'",10899125,1460470,"f","f","f","f","t"
"'6633'",9226745,684572,"f","f","f","f","t"
"'6637'",3403525,436526,"f","f","f","f","t"
"'6648'",2671637,64949,"f","f","f","f","f"
"'6650'",2119654,38328,"f","f","f","t","f"
"'6652'",1470193,43233,"f","f","f","f","f"
"'6657'",3406259,65186,"f","f","f","f","f"
"'6658'",7772265,74671,"t","f","f","f","f"
"'6659'",2578938,55034,"f","f","f","f","f"
"'6660'",1640787,32752,"f","f","f","f","f"
"'6667'",3283824,52329,"f","f","f","t","f"
"'6671'",2313258,61962,"f","f","f","f","f"
"'6678'",11238348,488807,"t","f","t","f","f"
"'6680'",1705145,68710,"t","f","t","f","f"
"'6683'",1148300,56059,"t","t","t","f","f"
"'6685'",1864492,120945,"f","f","t","f","f"
"'6687'",8451879,474905,"t","f","t","t","f"
"'6693'",4776720,533852,"t","t","f","t","t"
"'6708'",6474294,690865,"f","f","f","t","f"
"'6710'",3661788,516301,"t","f","f","t","f"
"'6714'",3724179,492831,"f","f","f","t","f"
"'6722'",3777003,436710,"t","f","f","t","f"
"'6724'",35553762,624747,"t","f","f","f","f"
"'6726'",7836672,415316,"t","f","t","f","f"
"'6728'",8709333,552050,"t","f","t","t","f"
"'6730'",9576447,363442,"t","f","f","f","f"
"'6742'",1022792,116324,"f","t","f","t","f"
"'6748'",3921668,126971,"t","f","f","f","f"
"'6756'",5117944,305445,"t","f","f","f","f"
"'6757'",1631600,82620,"t","t","f","f","f"
"'6759'",12624890,484355,"t","f","f","f","f"
"'6760'",5430489,377017,"f","t","f","f","f"
"'6761'",2627481,164994,"t","f","f","f","f"
"'6762'",10367647,434955,"f","t","f","f","f"
"'6763'",2630685,157569,"f","t","f","f","f"
"'6764'",3153243,202145,"f","f","f","f","f"
"'6765'",8280466,170442,"t","f","t","f","f"
"'6769'",12194769,473705,"t","f","f","t","f"
"'6770'",6037953,255991,"t","f","t","t","f"
"'6772'",13856284,377364,"t","f","f","f","f"
"'6773'",28483230,640692,"t","f","t","f","f"
"'6777'",2588826,364357,"f","f","f","t","f"
"'6784'",3538037,372215,"t","f","f","t","f"
"'6785'",1905651,163677,"t","t","t","f","f"
"'6798'",1818845,53028,"f","f","f","f","f"
"'6805'",4008941,65115,"f","f","f","f","f"
"'6808'",2433673,69027,"f","f","f","f","f"
"'6809'",2084800,52550,"f","f","f","f","f"
"'6813'",2359052,45529,"f","f","f","f","f"
"'6816'",5874422,143623,"f","f","f","f","f"
"'6818'",5300241,106392,"f","f","f","f","f"
"'6819'",6504117,269940,"f","f","f","f","f"
"'6823'",4897032,281633,"t","f","t","f","f"
"'6824'",18311490,429926,"t","f","t","f","f"
"'6830'",7355084,233122,"t","f","f","f","f"
"'6833'",3627506,187680,"t","f","t","f","f"
"'6834'",3676832,107225,"f","f","f","f","f"
"'6835'",3766809,103057,"t","f","t","f","f"
"'6836'",9111155,393294,"t","f","t","f","f"
"'6838'",1240239,25654,"f","f","f","f","f"
"'6852'",6506083,511587,"t","f","t","t","f"
"'6853'",8723057,709961,"f","f","t","f","f"
"'6855'",1675918,20315,"t","f","f","f","f"
"'6875'",2975136,81212,"f","f","f","f","f"
"'6876'",1460488,55214,"f","f","f","f","f"
"'6885'",1652843,167984,"f","f","f","f","t"
"'6886'",2056590,249491,"f","f","f","f","t"
"'6887'",3589763,323663,"f","f","f","f","t"
"'6888'",2894642,302639,"f","f","f","f","t"
"'6889'",2297175,455879,"f","f","f","f","t"
"'6896'",1884154,185512,"f","f","f","f","t"
"'6897'",1636621,150113,"f","f","f","f","t"
"'6901'",7169937,498686,"f","f","f","f","t"
"'6902'",6970597,581697,"f","f","f","f","t"
"'6903'",4711810,689559,"f","f","f","f","t"
"'6906'",8441794,228906,"t","f","t","f","f"
"'6910'",10368111,369894,"f","t","t","f","f"
"'6911'",1834613,80881,"t","f","t","f","f"
"'6914'",4743849,343844,"f","f","f","f","f"
"'6915'",7391626,421809,"f","t","f","t","f"
"'6916'",1730825,196449,"f","t","f","f","f"
"'6920'",7208612,388888,"t","f","t","f","f"
"'6923'",1874699,175089,"t","f","f","f","f"
"'6930'",4268008,230334,"f","t","f","t","f"
"'6947'",578195,39889,"t","f","f","f","f"
"'6949'",5536523,396284,"f","t","f","f","f"
"'6950'",1397343,172707,"t","f","f","f","f"
"'6957'",8395897,347360,"t","f","f","f","f"
"'6958'",1454596,180771,"t","f","f","f","f"
"'6959'",9536260,628447,"t","f","f","f","f"
"'6983'",1601292,37369,"f","f","f","f","f"
"'6990'",1502722,98173,"f","t","f","f","f"
"'6997'",4418152,180478,"t","f","f","f","f"
"'7007'",10132509,573872,"f","f","f","f","f"
"'7009'",2760492,166367,"f","f","f","f","f"
"'7017'",1938785,94249,"f","t","f","f","f"
"'7021'",3611649,129218,"f","f","f","f","f"
"'7029'",2661241,142858,"f","t","f","f","f"
"'7038'",10416236,217275,"t","f","f","f","f"
"'7040'",1966419,64060,"t","f","f","f","f"
"'7044'",7093006,89959,"t","f","f","f","f"
"'7046'",5575001,56977,"t","f","f","f","f"
"'7047'",4193917,129038,"f","f","f","f","f"
"'7051'",3399304,105264,"t","f","f","f","f"
"'7052'",1581389,60126,"t","f","f","f","f"
"'7054'",11064239,592145,"t","f","f","f","f"
"'7055'",6448068,133023,"f","f","f","f","f"
"'7056'",12928998,877588,"t","f","f","f","f"
"'7058'",2839510,231982,"f","t","f","f","f"
"'7060'",5234754,296280,"f","t","f","f","f"
"'7068'",2111934,273463,"f","f","f","t","f"
"'7071'",4660758,362649,"f","t","t","f","f"
"'7073'",2227163,172148,"t","t","f","f","f"
"'7074'",7471236,322377,"t","f","t","f","f"
"'7075'",6305730,582993,"f","t","f","f","f"
"'7076'",8059280,498212,"f","f","f","f","f"
"'7077'",6303252,174451,"t","f","f","f","f"
"'7078'",4965265,150197,"t","t","f","f","f"
"'7079'",12948875,352719,"f","t","f","f","f"
"'7080'",835436,37120,"f","t","f","f","f"
"'7081'",5487675,208396,"t","f","f","f","f"
"'7096'",8557916,523177,"f","f","f","f","f"
"'7097'",1234471,76327,"t","f","f","f","f"
"'7098'",1853741,43214,"f","f","f","f","f"
"'7100'",7643396,197218,"f","f","f","f","f"
"'7101'",2045150,104628,"f","f","f","f","f"
"'7103'",1399461,52092,"t","f","f","f","f"
"'7107'",1222684,25777,"f","f","f","f","f"
"'7108'",1313186,55522,"f","f","f","f","f"
"'7111'",2579290,426004,"f","f","f","f","f"
"'7115'",4424730,92446,"f","f","f","f","f"
"'7116'",6087976,165865,"f","f","f","f","f"
"'7117'",1711875,165219,"t","f","f","f","f"
"'7118'",2321401,60154,"f","f","f","f","f"
"'7119'",6543891,722899,"f","f","f","f","f"
"'7121'",2180595,80108,"t","f","f","f","f"
"'7123'",13501192,728677,"f","f","f","f","f"
"'7126'",7050226,105805,"f","f","f","f","f"
"'7127'",2721935,281350,"t","f","f","f","f"
"'7128'",3846654,275580,"f","t","f","f","f"
"'7130'",3083565,260689,"f","f","f","t","f"
"'7140'",6974373,549425,"f","f","f","f","f"
"'7142'",1671227,111145,"f","t","f","f","f"
"'7143'",8307031,498047,"t","f","t","f","f"
"'7144'",1913248,149251,"t","f","t","f","f"
"'7145'",1320047,85411,"t","f","t","f","f"
"'7147'",22227828,909036,"t","f","t","f","f"
"'7148'",4327681,284452,"f","f","f","f","f"
"'7151'",3262924,135158,"t","f","t","t","f"
"'7152'",13393552,587296,"f","f","f","f","f"
"'7153'",3998268,287248,"t","f","f","f","f"
"'7155'",2107755,116081,"t","f","t","t","f"
"'7156'",4638506,323473,"f","f","f","f","f"
"'7157'",13342223,447860,"f","f","f","f","f"
"'7177'",18649954,960714,"t","f","t","f","f"
"'7178'",2609407,231888,"t","f","t","f","f"
"'7180'",4823446,330229,"t","f","t","t","f"
"'7182'",1008779,63982,"t","f","t","f","f"
"'7183'",4004523,295218,"t","f","t","f","f"
"'7186'",2670745,223295,"t","t","t","f","f"
"'7187'",10652564,773675,"t","f","t","f","f"
"'7188'",7328353,426446,"t","f","t","f","f"
"'7190'",7304464,512688,"t","f","t","f","f"
"'7191'",3597441,183615,"f","f","f","f","f"
"'7194'",9611645,734992,"t","f","t","f","f"
"'7196'",1751323,118738,"f","f","f","f","f"
"'7197'",2445372,150717,"f","f","f","f","f"
"'7203'",3637484,206678,"f","f","f","f","f"
"'7206'",3278858,190302,"f","f","f","f","f"
"'7211'",1558459,139294,"f","f","f","f","f"
"'7219'",3366208,170393,"t","f","f","f","f"
"'7224'",2975789,246337,"t","f","f","f","f"
"'7227'",1956407,118610,"t","f","f","f","f"
"'7229'",899180,89337,"f","f","f","f","f"
"'7232'",1482867,113270,"t","f","f","t","f"
"'7233'",1271107,123864,"f","f","f","t","f"
"'7235'",1132493,116642,"t","f","f","f","f"
"'7238'",943507,100449,"t","f","f","f","f"
"'7239'",4601074,353808,"t","f","f","f","f"
"'7248'",10831074,1018986,"t","f","f","f","f"
"'7256'",2781742,297078,"f","f","f","f","f"
"'7259'",5883953,385857,"f","f","f","f","f"
"'7260'",30519204,784019,"t","f","f","f","f"
"'7261'",2429188,116173,"t","f","f","f","f"
"'7262'",3217866,109208,"t","f","f","f","f"
"'7263'",2404693,95724,"f","f","f","f","f"
"'7264'",7107310,272966,"f","f","t","f","f"
"'7265'",3608720,121339,"f","f","f","f","f"
"'7268'",3589521,500479,"f","t","f","f","f"
"'7272'",3072500,245386,"f","f","t","f","f"
"'7274'",4953400,458108,"f","f","t","t","f"
"'7283'",2612351,135175,"t","f","f","t","f"
"'7286'",2188896,253301,"t","f","f","t","f"
"'7287'",2205917,195739,"f","f","t","f","f"
"'7290'",1838191,227658,"f","f","f","t","f"
"'7293'",824286,129645,"f","t","f","f","f"
"'7298'",2405317,401732,"f","t","f","f","f"
"'7301'",903852,148010,"f","t","f","f","f"
"'7302'",1017137,115759,"f","f","f","f","f"
"'7315'",1759427,280095,"f","t","f","f","f"
"'7316'",2324108,288337,"f","t","f","f","f"
"'7318'",10340251,731512,"t","f","t","f","f"
"'7319'",18447980,380986,"f","f","t","f","f"
"'7320'",2673412,291685,"t","f","t","t","f"
"'7321'",8681934,863771,"t","f","f","t","f"
"'7323'",3612208,190042,"f","f","t","f","f"
"'7324'",25659892,1164713,"f","t","t","t","f"
"'7325'",3799612,355670,"t","f","t","t","f"
"'7326'",8955070,545646,"f","f","f","f","t"
"'7327'",4193122,372727,"f","t","f","t","f"
"'7329'",13105415,738324,"t","f","f","f","f"
"'7331'",7951730,326109,"f","f","f","f","f"
"'7333'",3971338,293847,"t","f","f","f","f"
"'7338'",4919350,354820,"t","f","f","f","f"
"'7340'",8902296,902595,"f","f","f","t","f"
"'7341'",3107386,62242,"f","f","f","f","f"
"'7343'",1489181,128769,"f","t","f","t","f"
"'7348'",2382562,253570,"f","f","f","t","f"
"'7352'",10017309,700583,"f","f","f","f","f"
"'7354'",7441508,229376,"t","f","t","f","f"
"'7356'",1160194,25070,"f","f","f","f","f"
"'7374'",2065805,96332,"t","f","t","f","f"
"'7375'",3819586,125583,"t","f","t","f","f"
"'7376'",3956291,223621,"t","f","t","f","f"
"'7382'",7959601,347777,"t","t","f","f","f"
"'7390'",1788638,72352,"t","f","f","t","f"
"'7404'",4676259,281499,"t","f","f","f","f"
"'7406'",7778983,544199,"t","f","t","t","f"
"'7407'",4696440,343058,"t","f","f","f","f"
"'7410'",1668927,176038,"t","f","f","f","f"
"'7411'",6741319,805172,"t","f","f","f","f"
"'7412'",5236043,136849,"f","f","f","f","f"
"'7414'",4281064,156007,"f","f","f","f","f"
"'7415'",3524583,116989,"f","f","f","f","f"
"'7419'",5386286,251460,"t","f","f","f","f"
"'7423'",11395460,252870,"t","f","f","f","f"
"'7426'",4800729,120518,"f","f","f","f","f"
"'7427'",2299968,372644,"f","f","f","f","f"
"'7446'",4027855,183289,"f","t","f","f","f"
"'7456'",3444083,117147,"f","t","t","f","f"
"'7470'",2330769,247328,"f","t","f","f","f"
"'7493'",2289855,186907,"f","t","f","f","f"
"'7502'",2929737,145865,"f","f","t","t","f"
"'7506'",3471124,206036,"f","t","f","f","f"
"'7509'",1443183,58833,"f","f","f","f","f"
"'7515'",2692214,307075,"f","t","t","f","f"
"'7524'",943473,79805,"t","f","f","f","f"
"'7525'",7510139,468824,"t","f","f","f","f"
"'7527'",3502277,129599,"t","f","f","f","f"
"'7530'",9300110,321243,"t","f","f","f","f"
"'7532'",5391924,338806,"t","f","f","f","f"
"'7533'",9977509,925360,"t","f","f","f","f"
"'7534'",1541075,95409,"f","f","f","f","f"
"'7545'",1814463,156969,"t","f","f","f","f"
"'7556'",818160,108340,"f","f","f","f","f"
"'7558'",1160611,150419,"f","f","f","f","f"
"'7561'",1009794,120824,"f","f","f","f","f"
"'7577'",2487561,151644,"f","f","f","f","f"
"'7581'",2180031,161701,"f","f","f","f","f"
"'7587'",1350920,167855,"f","f","f","f","f"
"'7618'",2273385,184786,"f","f","f","f","f"
"'7623'",4270438,301921,"t","f","f","t","f"
"'7625'",9653315,835366,"t","f","f","f","f"
"'7626'",1586574,126632,"f","f","f","t","f"
"'7627'",1057216,74229,"t","f","f","f","f"
"'7634'",9622620,458585,"t","f","f","f","f"
"'7635'",2384120,188525,"t","f","f","f","f"
"'7638'",3525218,179055,"t","f","f","f","f"
"'7639'",21573615,1047371,"t","f","f","f","f"
"'7642'",11517093,207869,"f","f","t","f","f"
"'7643'",12663488,302967,"f","f","f","f","f"
"'7644'",8819302,339053,"f","f","t","t","f"
"'7645'",2810134,132236,"t","f","t","t","f"
"'7648'",5912152,157773,"t","f","t","f","f"
"'7650'",17675557,400728,"t","f","f","f","f"
"'7651'",3850282,179221,"f","f","t","t","f"
"'7663'",10036973,755092,"t","f","t","f","f"
"'7667'",3134663,192456,"f","f","t","t","f"
"'7671'",2485123,174919,"t","f","t","t","f"
"'7675'",4547061,266068,"t","f","t","t","f"
"'7679'",2331997,65830,"t","f","f","f","f"
"'7685'",5861482,378121,"f","t","f","f","f"
"'7686'",5253371,269672,"f","t","t","f","f"
"'7688'",1025393,107262,"f","t","f","f","f"
"'7690'",1072251,100929,"f","t","f","f","f"
"'7691'",1902351,156000,"f","f","f","f","f"
"'7692'",3334109,158905,"f","t","t","f","f"
"'7693'",1142552,103368,"f","t","f","f","f"
"'7694'",1380038,111268,"f","t","f","f","f"
"'7695'",1564278,97959,"f","t","f","f","f"
"'7699'",1235058,111594,"f","t","f","f","f"
"'7700'",9736740,677222,"f","t","f","f","f"
"'7707'",2431588,80104,"t","f","f","f","f"
"'7713'",1034398,68128,"t","f","f","f","f"
"'7717'",1593189,33783,"t","f","f","f","f"
"'7724'",5699521,261457,"t","f","f","f","f"
"'7725'",6230255,763841,"t","f","t","f","f"
"'7738'",1627245,173813,"t","f","t","f","f"
"'7742'",5559127,304888,"f","t","t","f","f"
"'7743'",12209455,523440,"t","f","t","f","f"
"'7744'",2371227,240610,"t","f","t","t","f"
"'7753'",2463296,348777,"f","f","f","f","f"
"'7754'",3912110,215643,"t","f","f","f","f"
"'7756'",4426223,238438,"t","f","f","f","f"
"'7759'",7999694,162180,"f","f","f","f","t"
"'7766'",3306272,593760,"f","f","f","f","t"
"'7775'",10562077,539517,"t","f","f","f","f"
"'7776'",4715857,197606,"t","f","f","t","f"
"'7777'",5907768,417139,"t","f","t","t","f"
"'7789'",2697619,219337,"f","f","f","f","f"
"'7791'",1943986,129040,"t","f","f","f","f"
"'7797'",2350268,147111,"t","f","f","f","f"
"'7800'",3186051,379991,"t","f","f","f","f"
"'7802'",1184359,78832,"t","f","f","f","f"
"'7810'",4132722,217801,"f","t","f","f","f"
"'7814'",3325696,365671,"f","f","f","f","f"
"'7821'",3511433,392263,"f","t","f","f","f"
"'7823'",6785791,304184,"f","f","f","f","f"
"'7826'",11931022,631302,"f","f","t","f","f"
"'7837'",3685885,245315,"f","f","f","t","f"
"'7838'",3009391,213564,"f","f","f","f","f"
"'7857'",3649155,295074,"t","f","f","f","f"
"'7877'",5233563,587485,"f","f","f","f","f"
"'7887'",3697999,253693,"f","t","t","t","f"
"'7890'",2028347,93723,"t","f","t","f","f"
"'7892'",2311647,118313,"t","f","t","t","f"
"'7899'",1380042,76125,"f","f","f","f","f"
"'7900'",3502861,68316,"f","f","f","f","f"
"'7902'",2062898,109756,"f","f","f","f","f"
"'7904'",4448462,293102,"f","f","t","t","f"
"'7906'",1195658,37737,"f","f","f","f","f"
"'7907'",1960382,106054,"t","f","t","f","f"
"'7908'",5543868,215493,"t","f","f","f","f"
"'7911'",2486983,169799,"t","f","f","f","f"
"'7918'",3123639,56502,"f","f","f","f","f"
"'7922'",4230248,124741,"f","f","f","f","f"
"'7925'",1431593,55164,"f","f","f","f","f"
"'7927'",5770248,698993,"t","f","f","t","f"
"'7929'",3896670,502177,"t","f","f","f","f"
"'7930'",3613976,152377,"t","f","f","f","f"
"'7935'",6872189,733372,"t","f","f","t","f"
"'7938'",1850145,133100,"t","f","f","f","f"
"'7941'",8702413,224103,"f","f","f","f","f"
"'7947'",7678413,481274,"t","f","f","f","f"
"'7955'",1596396,128144,"f","f","f","f","f"
"'7960'",593375,58235,"f","f","f","f","f"
"'7981'",1029931,92271,"f","f","f","f","f"
"'8012'",15382681,367717,"t","f","f","f","f"
"'8013'",1171286,55026,"t","f","f","f","f"
"'8014'",1345184,133762,"t","t","f","f","f"
"'8016'",3407532,109714,"t","f","f","f","f"
"'8017'",1328464,135602,"f","f","f","t","f"
"'8042'",15044147,965703,"t","f","f","f","f"
"'8043'",6757585,313008,"t","f","t","f","f"
"'8047'",2914862,178720,"t","f","f","f","f"
"'8053'",3208992,168320,"f","f","t","f","f"
"'8054'",7607886,348124,"f","f","t","f","f"
"'8055'",2053866,190579,"t","f","f","t","f"
"'8066'",3507831,204661,"f","f","f","f","f"
"'8067'",5952349,644167,"f","f","f","f","t"
"'8068'",16717481,984802,"f","t","f","f","f"
"'8069'",5925663,550767,"t","f","f","t","f"
"'8071'",2711426,331402,"f","f","f","f","t"
"'8072'",2451252,401177,"f","f","f","f","t"
"'8081'",5266495,791842,"f","f","f","f","t"
"'8099'",3664283,278228,"f","f","f","f","f"
"'8108'",1902167,152051,"t","f","f","f","f"
"'8109'",20944071,579276,"f","f","t","f","f"
"'8111'",12446248,966559,"t","f","f","f","f"
"'8114'",1712458,217317,"t","f","f","f","f"
"'8115'",2450614,222316,"t","f","f","f","f"
"'8119'",3424413,307007,"f","f","f","f","f"
"'8120'",2455789,297491,"t","f","f","f","f"
"'8121'",7240010,541874,"t","f","f","f","f"
"'8122'",5423201,712390,"t","f","f","f","f"
"'8123'",3134089,363818,"f","f","f","f","f"
"'8126'",1696473,228720,"f","f","f","f","f"
"'8130'",7176249,368022,"f","f","f","f","f"
"'8136'",3128985,317237,"f","t","f","f","f"
"'8144'",1200040,131141,"f","t","f","f","f"
"'8152'",1978377,239967,"f","f","f","f","f"
"'8153'",4487253,524620,"f","f","f","f","f"
"'8155'",4089983,392544,"f","f","t","f","f"
"'8158'",3180845,484140,"f","f","f","f","t"
"'8160'",2482991,371639,"f","f","f","f","t"
"'8161'",9490357,1192151,"f","f","f","f","t"
"'8163'",5625863,114872,"t","f","f","f","f"
"'8164'",1810280,40275,"f","f","f","f","t"
"'8181'",1898051,231524,"f","f","f","f","t"
"'8182'",3341987,266987,"f","f","f","f","t"
"'8184'",10914483,1077750,"f","f","f","f","t"
"'8199'",2138065,193673,"f","f","f","f","f"
"'8201'",4260646,412717,"f","t","f","f","f"
"'8204'",1694984,119658,"f","f","f","f","f"
"'8210'",3683605,217681,"t","f","t","f","f"
"'8212'",1736360,168189,"f","t","f","f","f"
"'8215'",5777948,419482,"f","t","t","t","f"
"'8217'",2264168,235130,"f","f","f","f","f"
"'8219'",2558202,275427,"f","t","f","f","f"
"'8221'",2012628,227474,"f","f","f","f","f"
"'8224'",2401279,191410,"f","f","f","f","f"
"'8229'",4277191,264046,"f","f","f","f","f"
"'8230'",2857019,156422,"f","t","f","f","f"
"'8234'",3301374,277393,"f","f","f","f","f"
"'8239'",3076617,242872,"f","t","f","f","f"
"'8244'",3040608,149514,"t","f","f","t","f"
"'8246'",1919515,55124,"f","f","f","f","f"
"'8247'",1787655,69838,"f","f","f","f","f"
"'8248'",1446621,49983,"f","f","f","f","f"
"'8251'",7100750,182959,"f","f","f","f","f"
"'8253'",1761832,44207,"f","f","f","f","f"
"'8254'",11701041,592134,"t","f","f","f","f"
"'8258'",4601985,101454,"f","f","f","f","f"
"'8262'",7471089,625494,"t","f","f","f","f"
"'8264'",13448866,626957,"f","f","t","f","f"
"'8266'",3850592,267677,"f","f","f","f","f"
"'8267'",7703687,285610,"f","f","t","f","f"
"'8268'",1351399,153399,"t","f","f","t","f"
"'8270'",6348112,210193,"t","f","f","f","f"
"'8274'",7504137,210385,"t","f","t","f","f"
"'8275'",6003185,292739,"t","f","f","f","f"
"'8277'",6636721,149004,"f","f","f","f","f"
"'8280'",2469433,118429,"t","f","t","f","f"
"'8283'",3122474,267477,"f","f","f","t","f"
"'8286'",6047424,47607,"t","f","f","f","f"
"'8291'",3989594,363681,"t","f","f","f","f"
"'8298'",940823,27724,"f","f","f","f","f"
"'8303'",2800821,50097,"f","f","f","f","f"
"'8309'",4776615,553135,"t","f","f","f","f"
"'8311'",11210837,922097,"t","f","f","f","f"
"'8312'",6063554,654631,"t","f","f","t","f"
"'8313'",2910922,301328,"t","f","f","f","f"
"'8314'",4259185,507083,"t","f","f","f","f"
"'8319'",3568864,86152,"f","f","f","f","f"
"'8326'",2396660,51753,"f","f","f","f","f"
"'8331'",2735223,35281,"f","f","f","f","f"
"'8333'",1625687,52585,"f","f","f","f","f"
"'8341'",2265008,54081,"f","f","f","f","f"
"'8347'",7911725,467882,"f","f","f","f","f"
"'8350'",6856843,519944,"t","f","f","f","f"
"'8354'",2474495,120375,"f","f","f","f","f"
"'8355'",3445408,103430,"t","f","f","f","f"
"'8358'",4331913,462610,"t","f","f","f","f"
"'8359'",1645734,158606,"f","f","f","f","f"
"'8361'",3316907,182367,"t","f","f","t","f"
"'8364'",8374751,1134235,"f","f","f","t","t"
"'8369'",2028231,98543,"t","f","f","f","f"
"'8371'",5737771,328295,"t","f","f","f","f"
"'8372'",4031650,231442,"f","f","f","t","f"
"'8375'",1304872,125299,"f","f","f","t","f"
"'8383'",2727154,177195,"f","f","f","f","f"
"'8386'",2442670,137410,"f","f","f","f","f"
"'8387'",1065854,36218,"f","f","f","f","f"
"'8390'",5496338,139625,"f","t","f","t","f"
"'8392'",5137332,106472,"t","f","f","t","f"
"'8394'",4409797,78275,"t","f","f","f","f"
"'8396'",3354311,34175,"t","f","f","f","f"
"'8405'",11132151,141416,"t","f","f","f","f"
"'8407'",7861901,57538,"t","f","f","f","f"
"'8408'",4738826,93167,"f","f","f","t","t"
"'8409'",3521429,229495,"f","f","f","t","f"
"'8418'",3094676,236621,"t","f","t","f","f"
"'8420'",5123879,127163,"f","f","f","f","f"
"'8422'",9265214,696307,"t","f","f","f","f"
